# ET,Lab,Satellite,Customer ID,ET Date,ET Location (recipient farm),Recipient ID,Recipient ID.1,Cow/Heifer,Heat,CL Side,CL measure (mm),Protocol,Fresh or Frozen,# Cane if Frozen,Freezing date,ET Tech,ET assistant,BCScore,Embryo Stage 4-8,Embryo Grade,Heat.1,Heat day,1st PC date,1st PC Result,2nd PC date,2nd PC Result,Fetal Sexing,OPU Date,Donor,Donor Breed,Donor BW EPD,SIRE Name,SIRE BW EPD,Semen type,SIRE Breed,CLIENT ,DIP,DIP.1
247.61,DZF,DZF,Model Cattle (Karachi),2024-04-18,DZF,118,Local crossbred,Cow,.,Left,10.25,CIDR+E2+PGF+ECG,Fresh,DZF-1016-1,2024-04-03,Yaseen,Javeria,2.8,"6,8",1.0,Yes,6.14,2024-03-09,Pregnant,2025-02-07,9,57,2024-08-05,909,Grey Brahman,2.9,Reconquista 413 Eterno GC Bartolome,.,Sexed Female,Holstein Friesian,Dawood,-254.16,227.86
129.79,DZF,DZF,Model Cattle (Karachi),2024-07-28,Maidan Cattle (Karachi),31811,Local crossbred,Cow,.,Right,13.25,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1014-1,2024-06-07,Ruben,Hamid,3.12,"6,6",1.0,Yes,6.06,2024-08-07,Recheck,2024-01-14,58,2,2025-04-08,BrafordBBQ,Fresian,1.5,Mr H Pride of Maddox Manso 684/8,6.2,Sexed Female,Red Brahman,Dawood,-116.72,129.67
149.25,DZF,DZF,Maidan Cattle (Karachi),2024-10-15,Model Cattle (Karachi),237,Local crossbred,Cow,Yes,right,21.5,CIDR+E2+PGF+ECG,Frozen,DZF-1000-1,2024-04-22,Yaseen,Javeria,3.16,6,1.0,Yes,6.54,2024-05-24,Pregnant,2024-02-18,14,91,2024-09-27,D3,Beef crossbred,2.8,NCC Jackpot,2.7,Pre-Sorted for Female,Cross Breed,Dawood,-181.3,257.55
265.58,DZF,DZF,Model Cattle (Karachi),2024-02-09,DZF,31773,Local crossbred,Cow,Yes,.,13.5,CIDR+E2+PGF+ECG,Fresh,DZF-1056-1,2024-11-12,Masroor,Masroor,2.77,4,1.0,Yes,6.27,2024-02-17,Open,2024-11-08,82,92,2024-05-09,N,Nukra,3.6,Mr Karu Manso 800,.,Sexed Female,Holstein Friesian,Dawood,-233.75,230.2
443.62,DZF,DZF,Maidan Cattle (Karachi),2024-06-12,Maidan Cattle (Karachi),239,Local crossbred,Cow,Yes,Right,21,Natural heat,Frozen,DZF-1016-6,2025-04-24,Masroor,Talal,3.42,"6,7",1.0,Yes,6.85,2024-09-01,Recheck,2024-06-23,61,77,2024-07-03,12691,Beef Master,2.9,Mr Karu Manso 800,-0.89,Conventional,Cross Breed,Dawood,-171.17,178.02
383.39,DZF,DZF,DZF,2024-09-10,Maidan Cattle (Karachi),314,Local crossbred,Cow,.,Right,10.3,CIDR+GnRH+PGF+GnRH,Frozen,.,2024-10-15,Masroor,Javeria,3.57,6,1.0,Yes,6.55,2025-04-19,Recheck,2024-07-14,52,90,2024-07-13,4-Apr,Grey Brahman,1.9,Commando 888/47,6.2,Conventional,Angus,Dawood,-135.8,99.83
36.17,DZF,DZF,Model Cattle (Karachi),2024-01-28,DZF,166,Local crossbred,Cow,Yes,Right,21.2,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1044-1,2024-11-26,Ruben,Umer,3.32,8,1.0,Yes,6.09,2024-07-18,Open,2025-01-14,11,71,2024-05-01,991,Grey Brahman,1.4,Mr H Pride of Maddox Manso 684/8,1.7,Conventional,Grey Brahman,Dawood,-140.45,147.76
437.92,DZF,DZF,Maidan Cattle (Karachi),2024-12-01,Model Cattle (Karachi),140,Local crossbred,Cow,Yes,Left,14.2,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1010-1,2024-03-07,Yaseen,Talal,2.88,7,1.0,Yes,6.76,2024-10-16,Recheck,2024-08-27,76,87,2025-04-17,246,Braford,-6.1,BRC MR. JUMANJI 67,1.4,Sexed Female,Beef Crossbred,Dawood,-265.96,179.3
128.1,DZF,DZF,Model Cattle (Karachi),2025-02-28,DZF,229,Local crossbred,Cow,Yes,Left,14.4,CIDR+E2+PGF+ECG,Fresh,DZF-1018-2,2024-02-28,Fakhar,Masroor,3.67,"6,8",1.0,Yes,6.03,2025-04-21,Pregnant,2025-04-01,85,14,2024-08-02,3012,Red Brahman,2.8,Mr Karu Manso 800,2.1,Conventional,Red Brahman,Dawood,-186.94,124.09
271.2,DZF,DZF,DZF,2025-01-23,DZF,287,Local crossbred,Cow,Yes,left,15,CIDR+E2+PGF+ECG,Frozen,DZF-1014-1,2024-04-19,Hamid,Umer,3.12,"6,7",1.0,Yes,6.87,2024-03-28,Pregnant,2025-03-15,33,98,2024-05-14,12691,Nukra,-2.6,Mr H Pride of Maddox Manso 684/8,-0.89,Sexed Female,Red Brahman,Dawood,-144.36,124.53
24.29,DZF,DZF,DZF,2025-01-22,DZF,31996,Local crossbred,Cow,Yes,right,22.1,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1010-1,2024-04-07,Fakhar,Masroor,3.39,8,1.0,Yes,6.44,2025-04-04,Recheck,2024-06-29,69,8,2024-05-23,991,Grey Brahman,2.8,Reconquista 413 Eterno GC Bartolome,2.1,Pre-Sorted for Female,Holstein Friesian,Dawood,-226.7,286.83
324.36,DZF,DZF,DZF,2025-03-20,Model Cattle (Karachi),53,Local crossbred,Cow,Yes,left,15.1,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1053-1,2024-08-31,Masroor,Javeria,3.37,6,1.0,Yes,6.24,2024-08-16,Recheck,2025-01-27,76,68,2024-08-29,04-04,Nukra,2.5,CAUCHITOS KARU SIMON 922/6,1.7,Conventional,Grey Brahman,Dawood,-83.78,89.85
31.59,DZF,DZF,DZF,2024-07-17,DZF,333,Local crossbred,Cow,.,right,10,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1044-1,2025-04-27,Masroor,Umer,3.37,"6,7",1.0,Yes,6.25,2025-05-04,Open,2024-02-15,28,34,2024-03-09,984,Angus,2.5,CAUCHITOS KARU SIMON 922/6,1.7,Pre-Sorted for Female,Red Brahman,Dawood,-182.12,201.04
64.14,DZF,DZF,Maidan Cattle (Karachi),2024-09-28,DZF,132,Local crossbred,Cow,Yes,Left,15.6,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1000-1,2024-08-11,Hamid,Hamid,3.55,"6,7",1.0,Yes,6.23,2024-07-14,Pregnant,2024-04-26,28,68,2024-05-28,649/9,Grey Brahman,-0.4,JDH Janos Manso 709,1.4,Pre-Sorted for Female,Cross Breed,Dawood,-197.99,76.79
329.91,DZF,DZF,Maidan Cattle (Karachi),2024-06-25,Maidan Cattle (Karachi),216,Local crossbred,Cow,Yes,right,14.6,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1000-1,2024-09-06,Yaseen,Hamid,2.82,5,1.0,Yes,6.4,2024-05-25,Open,2025-01-18,67,79,2024-05-28,747,Nukra,-0.4,MR H AUBURN ROJO 706,.,Pre-Sorted for Female,Cross Breed,Dawood,-218.62,204.18
460.6,DZF,DZF,Maidan Cattle (Karachi),2024-08-23,Maidan Cattle (Karachi),329,Local crossbred,Cow,.,Left,14,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1045-1,2024-10-23,Hamid,Umer,2.97,4,1.0,Yes,6.55,2025-03-10,Pregnant,2024-02-01,65,57,2024-06-13,765/4,Braford,1.4,Mr H Pride of Maddox Manso 684/8,6.2,Conventional,Grey Brahman,Dawood,-259.56,268.54
120.63,DZF,DZF,Maidan Cattle (Karachi),2024-04-09,Model Cattle (Karachi),21,Local crossbred,Cow,.,right,10.37,CIDR+Estradiol+PGF+GnRH,Frozen,DZF-1056-1,2024-12-12,Hamid,Masroor,2.99,7,1.0,Yes,6.14,2024-03-07,Pregnant,2024-01-24,86,5,2025-05-11,248,Grey Brahman,1.4,CAUCHITOS KARU SIMON 922/6,2.1,Sexed Female,Beef Crossbred,Dawood,-171.55,172.97
424.91,DZF,DZF,Maidan Cattle (Karachi),2024-05-13,DZF,372,Local crossbred,Cow,.,left,19.4,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1018-3,2024-07-25,Fakhar,Talal,3.08,"7,7",1.0,Yes,6.45,2024-05-15,Pregnant,2024-05-01,82,80,2024-06-20,23035,Braford,3.7,VL Rojo Whiskey 60/1,1.4,Sexed Female,Red Brahman,Dawood,-193.56,78.42
97.7,DZF,DZF,Maidan Cattle (Karachi),2024-10-27,Model Cattle (Karachi),249,Local crossbred,Cow,.,left,14.8,Natural heat,Frozen,DZF-1042-1,2025-03-05,Fakhar,Umer,2.93,6,1.0,Yes,6.32,2024-01-22,Recheck,2024-03-28,29,30,2024-02-03,BrafordBBQ,Beef Master,1.9,Mr H Pride of Maddox Manso 684/8,-0.89,Conventional,Grey Brahman,Dawood,-117.27,225.7
11.05,DZF,DZF,Model Cattle (Karachi),2024-06-03,Maidan Cattle (Karachi),18,Local crossbred,Cow,.,.,13.75,CIDR+E2+PGF+ECG,Frozen,DZF-1055-1,2024-07-17,Masroor,Hamid,3.13,7,1.0,Yes,6.03,2024-09-30,Pregnant,2024-07-26,13,62,2024-12-21,649,Red Brahman,-0.4,6.966666667,-0.89,Conventional,Angus,Dawood,-181.96,109.45
272.83,DZF,DZF,Model Cattle (Karachi),2024-06-21,DZF,31799,Local crossbred,Cow,Yes,.,16.7,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1016-6,2024-07-11,Masroor,Javeria,2.87,5,1.0,Yes,6.43,2024-11-05,Recheck,2024-01-19,52,34,2024-09-07,233M,Cross Breed,-2.6,Mr H Pride of Maddox Manso 684/8,6.2,Conventional,Angus,Dawood,-160.48,286.02
119.78,DZF,DZF,DZF,2024-04-06,Maidan Cattle (Karachi),287,Local crossbred,Cow,.,Right,16.6,CIDR+E2+PGF+ECG,Frozen,DZF-1043-1,2024-04-15,Masroor,Javeria,3.52,8,1.0,Yes,6.2,2025-04-20,Open,2024-04-28,59,68,2025-01-27,984,Nukra,3,Mr H Pride of Maddox Manso 684/8,6.2,Sexed Female,Cross Breed,Dawood,-257.89,202.8
457.94,DZF,DZF,DZF,2024-06-19,DZF,107,Local crossbred,Cow,Yes,.,12.1,CIDR+Estradiol+PGF+GnRH,Frozen,DZF-1016-1,2024-04-30,Hamid,Talal,2.93,7,1.0,Yes,6.77,2024-03-23,Recheck,2024-11-10,83,53,2024-05-09,612+2/4,Beef crossbred,2.9,F1 Gulabi,2.5,Conventional,Red Brahman,Dawood,-207.45,234.05
79.25,DZF,DZF,DZF,2024-04-29,DZF,143,Local crossbred,Cow,.,right,14.45,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1056-1,2024-05-26,Fakhar,Masroor,3.5,7,1.0,Yes,6.4,2024-05-24,Recheck,2024-12-21,3,20,2024-08-05,649,Braford,.,VL Rojo Whiskey 60/1,1.4,Pre-Sorted for Female,Holstein Friesian,Dawood,-116.56,167.8
388.93,DZF,DZF,DZF,2024-10-28,Model Cattle (Karachi),186,Local crossbred,Cow,.,right,10.37,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1045-1,2024-12-01,Hamid,Talal,3.3,"6,6",1.0,Yes,6.69,2024-12-22,Recheck,2024-11-02,57,17,2024-10-07,246,Fresian,1.9,MR V8 160/8,2.1,Conventional,Grey Brahman,Dawood,-263.07,126.04
441.5,DZF,DZF,DZF,2024-03-10,Model Cattle (Karachi),32141,Local crossbred,Cow,Yes,Left,14.4,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1053-1,2024-06-12,Fakhar,Hamid,2.87,4,1.0,Yes,6.79,2025-02-19,Pregnant,2024-01-03,35,72,2024-08-22,408,Nukra,-7.6,BRC MR. JUMANJI 67,2.7,Conventional,Grey Brahman,Dawood,-160.73,241.29
215.75,DZF,DZF,DZF,2024-03-10,Maidan Cattle (Karachi),300,Local crossbred,Cow,Yes,right,13.75,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1055-1,2024-02-19,Yaseen,Javeria,3.36,6,1.0,Yes,6.61,2024-11-11,Pregnant,2024-07-25,27,48,2024-05-07,909,Braford,2.5,BRC MR. JUMANJI 67,1.7,Pre-Sorted for Female,Cross Breed,Dawood,-147.65,105.1
130.54,DZF,DZF,DZF,2024-05-10,Model Cattle (Karachi),314,Local crossbred,Cow,.,Right,15.45,Natural heat,Fresh,.,2024-04-07,Hamid,Umer,3.18,8,1.0,Yes,6.99,2025-02-13,Pregnant,2024-10-30,86,48,2024-03-19,967/9,Grey Brahman,3.6,Modesto 209,3.7,Conventional,Beef Crossbred,Dawood,-247.41,78.88
359.53,DZF,DZF,DZF,2024-10-03,Maidan Cattle (Karachi),292,Local crossbred,Cow,.,right,15.1,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1044-1,2024-10-31,Masroor,Hamid,3.36,"7,7",1.0,Yes,6.48,2024-04-30,Pregnant,2025-02-07,40,74,2024-03-12,04-04,Beef Master,2.8,F1 Gulabi,1.7,Sexed Female,Cross Breed,Dawood,-238.61,200.97
360.38,DZF,DZF,DZF,2024-07-20,DZF,278,Local crossbred,Cow,.,Left,12.1,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1045-1,2025-04-20,Fakhar,Umer,3.54,5,1.0,Yes,6.9,2024-04-02,Open,2025-01-26,52,32,2024-08-05,SM006 Nukra,Red Brahman,-2.6,Modesto 209,2.5,Conventional,Grey Brahman,Dawood,-186.35,248.76
23.17,DZF,DZF,DZF,2024-01-03,Model Cattle (Karachi),93,Local crossbred,Cow,.,.,15.45,CIDR+Estradiol+PGF+GnRH,Frozen,DZF-1016-6,2024-03-02,Hamid,Hamid,3.22,8,1.0,Yes,6.55,2024-01-10,Pregnant,2024-06-04,44,21,2024-06-16,825/4,Grey Brahman,2.5,F1 Gulabi,2.7,Sexed Female,Beef Crossbred,Dawood,-251.32,121.44
173.29,DZF,DZF,Model Cattle (Karachi),2024-05-30,Maidan Cattle (Karachi),15,Local crossbred,Cow,Yes,Right,15.7,CIDR+E2+PGF+ECG,Fresh,DZF-1053-1,2024-08-20,Ruben,Talal,3.23,"7,8",1.0,Yes,6.61,2024-07-17,Pregnant,2024-01-10,12,2,2024-04-13,820/4,Braford,-7.6,VL Rojo Whiskey 1/48,1.4,Conventional,Grey Brahman,Dawood,-196.77,65.21
375.43,DZF,DZF,Model Cattle (Karachi),2025-05-09,Maidan Cattle (Karachi),177,Local crossbred,Cow,Yes,.,14.5,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1056-1,2024-07-09,Ruben,Javeria,3.63,"7,8",1.0,Yes,6.21,2024-04-22,Open,2025-01-08,35,67,2025-03-07,967,Fresian,3.7,Modesto 209,-0.89,Conventional,Holstein Friesian,Dawood,-200.18,265.17
311.08,DZF,DZF,DZF,2024-09-19,Model Cattle (Karachi),366,Local crossbred,Cow,Yes,.,20,CIDR+E2+ECG+PGF+GnRH,Frozen,.,2025-03-07,Masroor,Javeria,3.03,5,1.0,Yes,6.26,2024-05-18,Open,2025-04-16,94,44,2024-05-09,18/2,Braford,-0.4,MR. CLAYTON SLUGGER,6.2,Pre-Sorted for Female,Holstein Friesian,Dawood,-97.71,122.32
404.13,DZF,DZF,DZF,2024-12-18,Model Cattle (Karachi),340,Local crossbred,Cow,.,left,20.5,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1044-1,2025-01-16,Ruben,Masroor,3.01,"7,8",1.0,Yes,6.55,2024-09-23,Recheck,2024-10-09,28,13,2025-04-07,967,Braford,2.1,NCC Jackpot,1.7,Pre-Sorted for Female,Holstein Friesian,Dawood,-269.92,151.98
286.73,DZF,DZF,Maidan Cattle (Karachi),2024-07-20,DZF,66,Local crossbred,Cow,.,right,14.8,Natural heat,Frozen,DZF-1042-1,2024-11-07,Ruben,Hamid,3.41,5,1.0,Yes,6.64,2024-03-15,Pregnant,2024-07-13,32,42,2024-03-04,248,Cross Breed,1.5,BRC Dutton 376/8,.,Pre-Sorted for Female,Cross Breed,Dawood,-126.83,92.19
219.11,DZF,DZF,DZF,2025-02-04,Maidan Cattle (Karachi),165,Local crossbred,Cow,.,left,15.45,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1016-1,2024-03-28,Hamid,Masroor,3.0,"7,8",1.0,Yes,6.81,2024-04-03,Pregnant,2024-02-13,88,8,2024-05-28,D3,Grey Brahman,.,F1 Gulabi,1.4,Conventional,Cross Breed,Dawood,-269.14,170.97
263.08,DZF,DZF,Model Cattle (Karachi),2024-01-18,Model Cattle (Karachi),158,Local crossbred,Cow,Yes,.,11.1,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1042-1,2025-03-05,Ruben,Masroor,3.55,"7,8",1.0,Yes,6.39,2024-08-14,Recheck,2025-02-07,58,71,2024-10-16,608,Nukra,3.6,Genosource Captain-ET,2.5,Conventional,Angus,Dawood,-110.84,63.82
189.65,DZF,DZF,Model Cattle (Karachi),2024-06-23,DZF,124,Local crossbred,Cow,.,Left,10,Natural heat,Frozen,DZF-1016-1,2024-04-03,Fakhar,Umer,3.22,"6,7",1.0,Yes,6.7,2025-04-15,Open,2024-12-22,30,79,2025-04-10,204,Red Brahman,-7.6,Mr H Pride of Maddox Manso 684/8,.,Sexed Female,Red Brahman,Dawood,-158.59,173.68
148.14,DZF,DZF,Maidan Cattle (Karachi),2025-03-04,Maidan Cattle (Karachi),73,Local crossbred,Cow,.,right,10.2,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1060-1,2024-09-23,Fakhar,Masroor,2.89,5,1.0,Yes,6.93,2024-07-25,Pregnant,2024-03-12,44,10,2024-08-25,909/9,Nukra,-2.6,6.966666667,2.1,Sexed Female,Cross Breed,Dawood,-129.01,245.47
390.21,DZF,DZF,DZF,2024-06-09,Maidan Cattle (Karachi),168,Local crossbred,Cow,Yes,left,15.45,CIDR+E2+PGF+ECG,Frozen,DZF-1014-1,2024-12-07,Masroor,Masroor,3.39,"6,6",1.0,Yes,6.55,2024-12-24,Recheck,2024-05-14,69,7,2024-02-02,BrafordBBQ,Angus,3,6.966666667,3.7,Pre-Sorted for Female,Holstein Friesian,Dawood,-218.27,91.67
291.33,DZF,DZF,Model Cattle (Karachi),2024-07-01,DZF,32305,Local crossbred,Cow,.,left,10.37,CIDR+E2+PGF+ECG,Frozen,DZF-1016-1,2024-04-07,Hamid,Umer,3.36,7,1.0,Yes,6.9,2024-05-20,Pregnant,2024-07-13,76,44,2024-04-15,SM006,Nukra,2.3,BRC MR. JUMANJI 67,2.7,Conventional,Angus,Dawood,-230.36,121.67
131.22,DZF,DZF,Model Cattle (Karachi),2024-06-28,Model Cattle (Karachi),283,Local crossbred,Cow,Yes,.,17.5,Natural heat,Fresh,DZF-1010-1,2024-05-26,Yaseen,Hamid,3.07,6,1.0,Yes,6.27,2024-06-04,Recheck,2024-09-28,26,96,2024-02-23,609/9,Nukra,3.7,Mr Karu Manso 800,-0.89,Pre-Sorted for Female,Angus,Dawood,-103.53,70.8
24.76,DZF,DZF,Model Cattle (Karachi),2025-03-05,DZF,65,Local crossbred,Cow,.,left,12.3,Natural heat,Fresh,DZF-1018-2,2025-01-18,Yaseen,Hamid,2.98,"7,8",1.0,Yes,6.38,2024-08-03,Open,2024-08-24,63,60,2024-01-20,602,Braford,2.3,NCC Jackpot,2.1,Sexed Female,Angus,Dawood,-78.64,260.68
355.59,DZF,DZF,Model Cattle (Karachi),2024-06-29,DZF,300,Local crossbred,Cow,.,.,21,Natural heat,Frozen,DZF-1018-1,2024-07-04,Fakhar,Hamid,3.06,6,1.0,Yes,6.17,2024-12-16,Open,2024-09-24,62,27,2024-11-27,825/4,Red Brahman,-7.6,MR V8 160/8,-0.89,Conventional,Beef Crossbred,Dawood,-267.85,220.28
472.09,DZF,DZF,Model Cattle (Karachi),2024-12-12,Maidan Cattle (Karachi),16,Local crossbred,Cow,Yes,left,16,Natural heat,Frozen,.,2024-06-15,Yaseen,Hamid,3.57,5,1.0,Yes,6.34,2024-10-28,Open,2025-03-29,46,2,2025-03-03,600,Beef crossbred,3.7,F1 Gulabi,2.5,Conventional,Red Brahman,Dawood,-190.55,291.94
474.8,DZF,DZF,Maidan Cattle (Karachi),2024-06-25,Model Cattle (Karachi),31518,Local crossbred,Cow,Yes,left,12.3,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1016-6,2024-12-22,Hamid,Hamid,3.11,8,1.0,Yes,6.98,2025-05-08,Recheck,2025-01-25,81,19,2025-04-02,747,Fresian,3,Reconquista 413 Eterno GC Bartolome,-0.89,Conventional,Angus,Dawood,-204.34,267.03
235.77,DZF,DZF,Model Cattle (Karachi),2025-05-05,DZF,58,Local crossbred,Cow,.,left,15.2,CIDR+E2+PGF+ECG,Frozen,DZF-1044-1,2025-01-01,Hamid,Hamid,3.71,5,1.0,Yes,6.18,2024-07-09,Recheck,2025-01-17,72,1,2024-08-24,85M,Beef crossbred,.,Commando 888/47,2.5,Pre-Sorted for Female,Beef Crossbred,Dawood,-197.96,63.16
124.05,DZF,DZF,DZF,2024-03-30,Maidan Cattle (Karachi),240,Local crossbred,Cow,Yes,.,15.1,CIDR+E2+PGF+ECG,Frozen,DZF-1043-1,2024-09-05,Masroor,Umer,3.4,"7,7",1.0,Yes,6.68,2024-08-10,Pregnant,2025-04-12,31,92,2024-10-27,246,Fresian,.,Commando 888/47,2.7,Pre-Sorted for Female,Cross Breed,Dawood,-82.55,93.68
333.42,DZF,DZF,Maidan Cattle (Karachi),2024-12-19,DZF,32291,Local crossbred,Cow,.,left,19.4,CIDR+Estradiol+PGF+GnRH,Frozen,DZF-1016-6,2024-09-29,Yaseen,Masroor,3.67,7,1.0,Yes,6.45,2024-03-02,Recheck,2024-09-09,9,23,2024-11-25,23035,Cross Breed,1.6,JDH Janos Manso 709,3.7,Sexed Female,Grey Brahman,Dawood,-265.17,160.48
461.47,DZF,DZF,DZF,2025-03-22,DZF,32210,Local crossbred,Cow,Yes,.,15.45,CIDR+Estradiol+PGF+GnRH,Frozen,DZF-1043-1,2025-03-01,Ruben,Javeria,3.2,"7,8",1.0,Yes,6.65,2024-08-12,Pregnant,2025-05-07,31,92,2024-06-26,612+2/4,Red Brahman,.,CAUCHITOS KARU SIMON 922/6,2.7,Conventional,Angus,Dawood,-243.13,181.35
133.38,DZF,DZF,DZF,2024-01-24,Maidan Cattle (Karachi),32171,Local crossbred,Cow,.,left,21.2,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1044-1,2024-07-07,Fakhar,Javeria,2.93,"7,7",1.0,Yes,6.48,2024-12-06,Open,2024-10-29,96,44,2025-04-12,3/4,Nukra,-2.6,MR V8 160/8,2,Sexed Female,Holstein Friesian,Dawood,-255.85,261.18
423.56,DZF,DZF,Maidan Cattle (Karachi),2025-04-15,Model Cattle (Karachi),266,Local crossbred,Cow,Yes,.,14.4,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1010-1,2024-09-30,Fakhar,Masroor,3.23,7,1.0,Yes,6.04,2025-05-03,Open,2025-03-14,55,34,2024-07-31,D1,Grey Brahman,3,Genosource Captain-ET,6.2,Sexed Female,Grey Brahman,Dawood,-232.86,132.39
82.32,DZF,DZF,Maidan Cattle (Karachi),2025-05-08,Maidan Cattle (Karachi),340,Local crossbred,Cow,.,left,11.6,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1010-1,2024-10-24,Masroor,Javeria,3.46,"6,6",1.0,Yes,6.91,2024-08-14,Pregnant,2025-01-28,49,52,2024-03-08,597,Fresian,3,VL Rojo Whiskey 1/48,2.7,Pre-Sorted for Female,Cross Breed,Dawood,-114.66,279.08
199.51,DZF,DZF,Maidan Cattle (Karachi),2024-05-18,DZF,32238,Local crossbred,Cow,.,.,11,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1044-1,2024-06-16,Hamid,Talal,3.35,"6,7",1.0,Yes,6.46,2024-02-19,Recheck,2024-04-09,74,63,2024-01-03,246,Angus,2.1,Mr H Pride of Maddox Manso 684/8,2.7,Sexed Female,Grey Brahman,Dawood,-113.75,193.12
280.79,DZF,DZF,Maidan Cattle (Karachi),2024-06-25,DZF,31964,Local crossbred,Cow,Yes,left,14.5,CIDR+Estradiol+PGF+GnRH,Frozen,DZF-1045-1,2024-09-08,Ruben,Masroor,3.02,"6,8",1.0,Yes,6.92,2025-04-20,Open,2024-08-15,73,93,2024-12-16,BrafordBBQ,Beef Master,2.3,Mr Karu Manso 800,2.1,Conventional,Holstein Friesian,Dawood,-218.64,203.86
1.11,DZF,DZF,DZF,2025-05-11,Maidan Cattle (Karachi),40,Local crossbred,Cow,Yes,right,17,CIDR+E2+ECG+PGF+GnRH,Frozen,.,2024-06-10,Fakhar,Talal,3.12,7,1.0,Yes,6.5,2024-10-02,Recheck,2024-03-21,88,31,2024-10-24,29M,Grey Brahman,3.1,Mr Karu Manso 800,6.2,Sexed Female,Grey Brahman,Dawood,-189.49,264.94
363.4,DZF,DZF,Model Cattle (Karachi),2024-02-13,DZF,92,Local crossbred,Cow,.,right,9.5,CIDR+Estradiol+PGF+GnRH,Frozen,.,2025-01-07,Ruben,Umer,3.59,4,1.0,Yes,6.51,2025-05-10,Pregnant,2024-04-25,75,17,2025-05-02,233M,Cross Breed,2.8,MR H AUBURN ROJO 706,-0.89,Pre-Sorted for Female,Beef Crossbred,Dawood,-120.28,273.3
436.55,DZF,DZF,Maidan Cattle (Karachi),2024-09-28,DZF,134,Local crossbred,Cow,Yes,right,13.25,CIDR+E2+PGF+ECG,Frozen,DZF-1060-1,2024-03-04,Ruben,Javeria,3.02,8,1.0,Yes,6.87,2025-02-27,Recheck,2024-06-14,96,5,2024-06-01,D2,Angus,2.2,BRC Dutton 376/8,2.1,Conventional,Cross Breed,Dawood,-122.71,155.66
134.35,DZF,DZF,Model Cattle (Karachi),2025-01-14,Maidan Cattle (Karachi),R4,Local crossbred,Cow,Yes,Left,15,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1043-1,2024-03-01,Yaseen,Masroor,2.92,"7,7",1.0,Yes,6.03,2024-01-18,Recheck,2024-03-26,52,17,2025-01-09,18/2,Red Brahman,3.1,6.966666667,3.7,Conventional,Grey Brahman,Dawood,-271.58,252.66
200.32,DZF,DZF,Maidan Cattle (Karachi),2024-08-20,DZF,202,Local crossbred,Cow,.,Left,16.75,CIDR+Estradiol+PGF+GnRH,Frozen,DZF-1018-1,2025-04-27,Yaseen,Talal,3.33,"6,7",1.0,Yes,6.51,2024-05-07,Open,2024-12-04,11,87,2024-01-23,612+2/4,Grey Brahman,2.2,BRC MR. JUMANJI 67,2.7,Conventional,Angus,Dawood,-189.6,249.9
269.32,DZF,DZF,Maidan Cattle (Karachi),2024-09-24,Model Cattle (Karachi),272,Local crossbred,Cow,Yes,.,16.5,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1016-1,2025-02-21,Masroor,Hamid,3.28,"6,7",1.0,Yes,6.37,2025-01-08,Pregnant,2025-03-17,23,11,2024-06-14,909,Red Brahman,-2.6,Genosource Captain-ET,6.2,Conventional,Red Brahman,Dawood,-113.55,254.33
205.64,DZF,DZF,DZF,2024-11-02,Maidan Cattle (Karachi),32824,Local crossbred,Cow,.,left,11,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1053-1,2024-12-02,Masroor,Umer,2.99,4,1.0,Yes,6.74,2024-02-21,Pregnant,2025-04-29,64,16,2025-05-01,4-Apr,Braford,-0.4,VL Rojo Whiskey 1/48,.,Pre-Sorted for Female,Angus,Dawood,-272.37,167.27
