Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
1,11/3/2025,R4,D2,4,MR. CLAYTON SLUGGER,77
2,ET Date,32057,1st PC Result,1,MR. CLAYTON SLUGGER,DIP
7,BRC Dutton 376/8,R4,DAM,4,18-Jan-2026,243
Sr. No,BRC MR. JUMANJI 67,32293,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,D2,BRC MR. JUMANJI 67,107
9,5/21/2025,32057,Prepared On,D3,SIRE Name,96
1,BRC MR. JUMANJI 67,32216,1st PC Result,4,Dawood - Shazain Cattle Farm,107
10,11/3/2025,272,Prepared For,D3,MR. CLAYTON SLUGGER,96
4,6/20/2025,R4,Prepared For,5,SIRE Name,77
1,BRC MR. JUMANJI 67,328,Prepared For,12,BRC Dutton 376/8,114
8,MR. CLAYTON SLUGGER,272,Prepared For,D2,Dawood - Shazain Cattle Farm,273
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",BRC Dutton 376/8,R1,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,D3,Dawood - Shazain Cattle Farm,273
1,BRC MR. JUMANJI 67,328,D3,Units,BRC MR. JUMANJI 67,77
3,12/3/2025,272,D3,Donor,Dawood - Shazain Cattle Farm,273
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",Total,272,D3,4,BRC MR. JUMANJI 67,96
12,6/20/2025,32144,1st PC Result,4,BRC Dutton 376/8,107
2. This report serves as official delivery confirmation for the client’s IVF order.,12/3/2025,32824,CONFIRMED IVF PREGNANCY REPORT,Units,Dawood - Shazain Cattle Farm,114
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",BRC Dutton 376/8,272,1st PC Result,D3,BRC Dutton 376/8,243
Sr. No,6/20/2025,Recipient ID,1st PC Result,D2,BRC MR. JUMANJI 67,107
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",6/20/2025,277,Prepared On,Donor,18-Jan-2026,107
1,5/21/2025,32216,DAM,1,BRC Dutton 376/8,243
12,MR. CLAYTON SLUGGER,32824,DAM,2,BRC Dutton 376/8,77
9,MR. CLAYTON SLUGGER,272,CONFIRMED IVF PREGNANCY REPORT,D2,BRC Dutton 376/8,77
1,11/3/2025,32386,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,2,BRC MR. JUMANJI 67,243
11,6/20/2025,328,1st PC Result,2,18-Jan-2026,107
5,11/14/2025,R1,DAM,D2,BRC Dutton 376/8,DIP
12,6/20/2025,32057,1st PC Result,1,SIRE Name,273
11,6/20/2025,32216,DAM,5,BRC MR. JUMANJI 67,243
5,11/14/2025,Recipient ID,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,2,BRC Dutton 376/8,DIP
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",SIRE,Recipient ID,Pregnant,2,BRC Dutton 376/8,96
11,10/27/2025,277,Pregnant,D3,18-Jan-2026,96
2,5/21/2025,Recipient ID,1st PC Result,1,BRC MR. JUMANJI 67,107
12,12/3/2025,32824,Prepared On,4,BRC Dutton 376/8,96
1,11/14/2025,32293,DAM,5,BRC Dutton 376/8,273
1,Summary ,32824,Prepared For,4,MR. CLAYTON SLUGGER,DIP
12,BRC MR. JUMANJI 67,32386,Pregnant,D3,BRC Dutton 376/8,114
2. This report serves as official delivery confirmation for the client’s IVF order.,10/27/2025,32216,DAM,4,Dawood - Shazain Cattle Farm,107
12,5/21/2025,32216,1st PC Result,Units,SIRE Name,107
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",SIRE,R1,D3,D2,Dawood - Shazain Cattle Farm,273
1,5/21/2025,32057,1st PC Result,D2,18-Jan-2026,77
12,Summary ,Recipient ID,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,D2,BRC Dutton 376/8,114
7,10/27/2025,277,D2,4,BRC MR. JUMANJI 67,273
3,10/27/2025,272,Prepared For,Donor,MR. CLAYTON SLUGGER,77
7,SIRE,Recipient ID,Prepared On,D3,BRC MR. JUMANJI 67,77
Notes:,10/27/2025,197,DAM,1,SIRE Name,77
2,MR. CLAYTON SLUGGER,Recipient ID,DAM,4,Dawood - Shazain Cattle Farm,243
10,11/3/2025,277,Pregnant,Units,MR. CLAYTON SLUGGER,107
8,10/27/2025,32216,CONFIRMED IVF PREGNANCY REPORT,Units,BRC Dutton 376/8,107
Notes:,6/20/2025,R4,D3,12,BRC MR. JUMANJI 67,243
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",11/14/2025,32293,D3,Donor,BRC Dutton 376/8,243
4,Summary ,32824,Prepared On,4,SIRE Name,77
6,ET Date,197,Prepared For,D2,Dawood - Shazain Cattle Farm,DIP
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",BRC MR. JUMANJI 67,32057,D2,5,BRC Dutton 376/8,96
5,BRC Dutton 376/8,328,Pregnant,Donor,BRC Dutton 376/8,243
8,Summary ,32216,D3,D2,Dawood - Shazain Cattle Farm,114
2,ET Date,32216,Prepared For,Donor,SIRE Name,243
3,MR. CLAYTON SLUGGER,32144,CONFIRMED IVF PREGNANCY REPORT,D2,SIRE Name,243
9,BRC MR. JUMANJI 67,32216,1st PC Result,Donor,BRC Dutton 376/8,96
5,6/20/2025,32824,Pregnant,Units,SIRE Name,273
Sr. No,BRC Dutton 376/8,272,D2,D3,18-Jan-2026,96
2. This report serves as official delivery confirmation for the client’s IVF order.,6/20/2025,32144,D3,D3,MR. CLAYTON SLUGGER,114
5,ET Date,R4,CONFIRMED IVF PREGNANCY REPORT,2,Dawood - Shazain Cattle Farm,77
8,10/27/2025,197,Prepared On,Donor,MR. CLAYTON SLUGGER,107
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",11/3/2025,Recipient ID,D2,2,SIRE Name,243
2. This report serves as official delivery confirmation for the client’s IVF order.,10/27/2025,328,Prepared For,5,MR. CLAYTON SLUGGER,273
Sr. No,5/21/2025,R1,DAM,D3,18-Jan-2026,77
9,MR. CLAYTON SLUGGER,32144,DAM,D3,MR. CLAYTON SLUGGER,107
5,12/3/2025,32057,D3,Units,SIRE Name,DIP
3,10/27/2025,R1,Prepared For,4,BRC Dutton 376/8,273
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",10/27/2025,32216,Prepared For,1,Dawood - Shazain Cattle Farm,DIP
4,MR. CLAYTON SLUGGER,R4,D2,4,18-Jan-2026,DIP
6,BRC MR. JUMANJI 67,32216,Prepared On,D3,BRC MR. JUMANJI 67,96
9,BRC Dutton 376/8,32386,Pregnant,D3,MR. CLAYTON SLUGGER,243
8,BRC Dutton 376/8,277,Pregnant,12,18-Jan-2026,96
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",11/14/2025,32057,1st PC Result,Donor,BRC Dutton 376/8,114
2. This report serves as official delivery confirmation for the client’s IVF order.,Summary ,277,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,D3,BRC MR. JUMANJI 67,273
7,Total,32057,D3,1,MR. CLAYTON SLUGGER,DIP
12,ET Date,328,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,D3,BRC MR. JUMANJI 67,114
6,MR. CLAYTON SLUGGER,32057,D2,5,18-Jan-2026,DIP
10,11/14/2025,R1,DAM,12,BRC MR. JUMANJI 67,DIP
2,5/21/2025,Recipient ID,D2,Units,SIRE Name,114
2,12/3/2025,R1,D3,4,SIRE Name,273
2,10/27/2025,R1,Prepared On,4,BRC MR. JUMANJI 67,114
2. This report serves as official delivery confirmation for the client’s IVF order.,11/3/2025,32216,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,5,MR. CLAYTON SLUGGER,77
3,Summary ,277,CONFIRMED IVF PREGNANCY REPORT,Donor,18-Jan-2026,107
11,11/3/2025,32824,1st PC Result,D2,BRC MR. JUMANJI 67,114
11,6/20/2025,Recipient ID,1st PC Result,D3,BRC MR. JUMANJI 67,107
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",11/3/2025,R4,1st PC Result,Donor,18-Jan-2026,114
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",BRC MR. JUMANJI 67,R4,CONFIRMED IVF PREGNANCY REPORT,D2,BRC MR. JUMANJI 67,107
9,10/27/2025,R1,D3,D3,BRC MR. JUMANJI 67,77
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",ET Date,197,CONFIRMED IVF PREGNANCY REPORT,D3,Dawood - Shazain Cattle Farm,107
5,5/21/2025,R4,Prepared On,5,BRC MR. JUMANJI 67,114
Sr. No,5/21/2025,32386,Prepared On,5,18-Jan-2026,273
12,Total,197,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,Units,18-Jan-2026,96
2. This report serves as official delivery confirmation for the client’s IVF order.,BRC Dutton 376/8,32386,Pregnant,D2,BRC Dutton 376/8,77
3,6/20/2025,277,1st PC Result,D2,BRC MR. JUMANJI 67,114
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",BRC MR. JUMANJI 67,R1,CONFIRMED IVF PREGNANCY REPORT,5,BRC MR. JUMANJI 67,96
11,Summary ,32057,Prepared On,D3,BRC Dutton 376/8,96
Sr. No,5/21/2025,32824,CONFIRMED IVF PREGNANCY REPORT,12,BRC Dutton 376/8,114
5,SIRE,32216,CONFIRMED IVF PREGNANCY REPORT,5,BRC Dutton 376/8,96
5,11/14/2025,197,Prepared On,D2,Dawood - Shazain Cattle Farm,96
7,BRC MR. JUMANJI 67,32293,Prepared On,Donor,BRC Dutton 376/8,DIP
6,6/20/2025,Recipient ID,CONFIRMED IVF PREGNANCY REPORT,5,BRC MR. JUMANJI 67,77
8,SIRE,272,DAM,5,MR. CLAYTON SLUGGER,114
2,BRC MR. JUMANJI 67,32386,D3,12,SIRE Name,96
8,5/21/2025,32824,Prepared For,5,18-Jan-2026,DIP
2. This report serves as official delivery confirmation for the client’s IVF order.,MR. CLAYTON SLUGGER,Recipient ID,Prepared For,5,MR. CLAYTON SLUGGER,114
1,MR. CLAYTON SLUGGER,32824,CONFIRMED IVF PREGNANCY REPORT,5,BRC Dutton 376/8,96
6,11/14/2025,R4,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,Units,BRC MR. JUMANJI 67,114
Sr. No,ET Date,277,Prepared For,Units,BRC Dutton 376/8,96
6,10/27/2025,328,DAM,D2,MR. CLAYTON SLUGGER,77
6,Summary ,328,Prepared On,5,BRC Dutton 376/8,96
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",11/3/2025,277,1st PC Result,Units,Dawood - Shazain Cattle Farm,273
6,5/21/2025,Recipient ID,Prepared On,Donor,BRC MR. JUMANJI 67,114
2,11/3/2025,32386,Prepared For,4,SIRE Name,114
2,BRC MR. JUMANJI 67,Recipient ID,CONFIRMED IVF PREGNANCY REPORT,D2,BRC Dutton 376/8,243
5,SIRE,197,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,D3,18-Jan-2026,107
1,SIRE,272,CONFIRMED IVF PREGNANCY REPORT,Donor,MR. CLAYTON SLUGGER,DIP
1,ET Date,32216,1st PC Result,1,MR. CLAYTON SLUGGER,114
1,11/3/2025,328,Prepared For,12,BRC Dutton 376/8,77
12,12/3/2025,197,Pregnant,12,Dawood - Shazain Cattle Farm,96
8,10/27/2025,32293,Pregnant,D3,BRC MR. JUMANJI 67,107
7,10/27/2025,Recipient ID,D3,4,BRC Dutton 376/8,77
1,6/20/2025,277,Prepared On,2,18-Jan-2026,77
1,10/27/2025,R4,Pregnant,12,SIRE Name,107
11,Summary ,32216,Prepared On,12,BRC MR. JUMANJI 67,DIP
Sr. No,BRC MR. JUMANJI 67,32057,D2,Donor,BRC MR. JUMANJI 67,107
Sr. No,11/3/2025,32216,D2,D2,BRC MR. JUMANJI 67,77
3,11/14/2025,32216,1st PC Result,D2,SIRE Name,77
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",11/14/2025,32293,D3,Units,BRC Dutton 376/8,DIP
3,BRC Dutton 376/8,328,D3,Units,Dawood - Shazain Cattle Farm,273
8,MR. CLAYTON SLUGGER,328,DAM,Donor,18-Jan-2026,107
5,SIRE,32144,D2,2,BRC Dutton 376/8,273
4,5/21/2025,32144,D2,4,SIRE Name,243
4,10/27/2025,277,D2,D2,MR. CLAYTON SLUGGER,273
7,5/21/2025,32824,Pregnant,1,MR. CLAYTON SLUGGER,107
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",SIRE,32216,D3,12,18-Jan-2026,77
8,5/21/2025,197,Pregnant,Units,18-Jan-2026,107
1,11/14/2025,277,Prepared For,2,MR. CLAYTON SLUGGER,77
5,6/20/2025,32057,Pregnant,Donor,BRC MR. JUMANJI 67,243
12,11/14/2025,272,D2,D2,SIRE Name,114
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",Total,272,CONFIRMED IVF PREGNANCY REPORT,D3,18-Jan-2026,107
1,ET Date,32386,1st PC Result,Units,BRC Dutton 376/8,107
Notes:,BRC Dutton 376/8,32293,Prepared On,1,BRC MR. JUMANJI 67,243
10,11/14/2025,32144,1st PC Result,Donor,SIRE Name,273
1,Total,328,1st PC Result,2,Dawood - Shazain Cattle Farm,96
8,12/3/2025,32293,Prepared For,4,BRC MR. JUMANJI 67,77
8,6/20/2025,328,D2,Donor,MR. CLAYTON SLUGGER,243
6,MR. CLAYTON SLUGGER,Recipient ID,D3,12,BRC MR. JUMANJI 67,DIP
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",Summary ,32216,DAM,Units,Dawood - Shazain Cattle Farm,77
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",11/3/2025,R1,Prepared On,1,SIRE Name,77
6,Summary ,32144,CONFIRMED IVF PREGNANCY REPORT,1,SIRE Name,107
1,11/14/2025,R1,CONFIRMED IVF PREGNANCY REPORT,2,BRC MR. JUMANJI 67,243
2,ET Date,277,CONFIRMED IVF PREGNANCY REPORT,Donor,18-Jan-2026,114
1,10/27/2025,328,D3,5,Dawood - Shazain Cattle Farm,77
6,12/3/2025,32057,DAM,2,MR. CLAYTON SLUGGER,96
3,11/3/2025,R4,D3,Donor,MR. CLAYTON SLUGGER,243
6,ET Date,32216,Prepared For,D3,MR. CLAYTON SLUGGER,107
Notes:,BRC Dutton 376/8,32216,Prepared On,4,MR. CLAYTON SLUGGER,114
2. This report serves as official delivery confirmation for the client’s IVF order.,11/3/2025,277,D3,4,18-Jan-2026,107
5,BRC MR. JUMANJI 67,197,D3,D3,BRC Dutton 376/8,273
4,MR. CLAYTON SLUGGER,Recipient ID,Pregnant,12,MR. CLAYTON SLUGGER,273
1,MR. CLAYTON SLUGGER,197,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,12,18-Jan-2026,77
6,5/21/2025,32824,Prepared For,4,BRC MR. JUMANJI 67,273
1,11/3/2025,197,CONFIRMED IVF PREGNANCY REPORT,12,MR. CLAYTON SLUGGER,107
3,10/27/2025,32144,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,4,Dawood - Shazain Cattle Farm,77
11,ET Date,Recipient ID,Prepared On,1,BRC MR. JUMANJI 67,243
Sr. No,6/20/2025,32144,Prepared For,1,BRC Dutton 376/8,273
7,12/3/2025,272,Prepared On,1,Dawood - Shazain Cattle Farm,114
2. This report serves as official delivery confirmation for the client’s IVF order.,Total,32293,DAM,4,18-Jan-2026,114
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",Total,R1,Prepared On,D3,MR. CLAYTON SLUGGER,96
8,6/20/2025,Recipient ID,CONFIRMED IVF PREGNANCY REPORT,Units,BRC Dutton 376/8,273
9,10/27/2025,R4,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,5,MR. CLAYTON SLUGGER,273
8,11/3/2025,197,CONFIRMED IVF PREGNANCY REPORT,D2,18-Jan-2026,77
Sr. No,5/21/2025,32386,Prepared For,12,SIRE Name,DIP
8,BRC Dutton 376/8,328,Prepared On,4,BRC MR. JUMANJI 67,114
6,MR. CLAYTON SLUGGER,32386,CONFIRMED IVF PREGNANCY REPORT,D3,BRC Dutton 376/8,107
1,BRC MR. JUMANJI 67,32057,Prepared For,D3,SIRE Name,77
5,6/20/2025,32144,D3,Units,BRC Dutton 376/8,DIP
7,11/14/2025,R1,D3,D3,18-Jan-2026,243
7,12/3/2025,32057,Prepared For,D3,BRC MR. JUMANJI 67,DIP
7,SIRE,32216,CONFIRMED IVF PREGNANCY REPORT,4,18-Jan-2026,96
11,Total,272,D3,12,18-Jan-2026,107
1,BRC MR. JUMANJI 67,277,Prepared On,1,Dawood - Shazain Cattle Farm,114
8,5/21/2025,32386,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,12,Dawood - Shazain Cattle Farm,DIP
7,12/3/2025,277,DAM,2,SIRE Name,96
3,12/3/2025,32144,D3,D2,BRC MR. JUMANJI 67,107
Notes:,11/14/2025,32293,CONFIRMED IVF PREGNANCY REPORT,D2,18-Jan-2026,96
12,10/27/2025,Recipient ID,DAM,Units,Dawood - Shazain Cattle Farm,273
8,SIRE,32293,DAM,4,BRC Dutton 376/8,107
3,BRC Dutton 376/8,197,1st PC Result,Units,BRC MR. JUMANJI 67,107
4,11/3/2025,32386,D2,Units,18-Jan-2026,273
3,BRC MR. JUMANJI 67,R4,Prepared On,D2,SIRE Name,96
7,Total,32293,D2,Units,BRC MR. JUMANJI 67,77
6,Summary ,277,CONFIRMED IVF PREGNANCY REPORT,5,Dawood - Shazain Cattle Farm,107
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",5/21/2025,277,1st PC Result,1,BRC MR. JUMANJI 67,77
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",MR. CLAYTON SLUGGER,R1,Prepared For,Units,BRC Dutton 376/8,107
2. This report serves as official delivery confirmation for the client’s IVF order.,SIRE,32057,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,1,SIRE Name,273
9,11/3/2025,32057,DAM,1,SIRE Name,DIP
9,SIRE,R4,CONFIRMED IVF PREGNANCY REPORT,1,BRC Dutton 376/8,107
Sr. No,11/14/2025,R4,D2,D3,BRC Dutton 376/8,107
7,SIRE,328,Prepared On,2,18-Jan-2026,77
10,ET Date,32824,D3,1,Dawood - Shazain Cattle Farm,243
2,Summary ,328,D2,D3,Dawood - Shazain Cattle Farm,96
3,ET Date,32824,DAM,Units,BRC Dutton 376/8,77
Notes:,5/21/2025,32057,D2,1,BRC Dutton 376/8,107
5,12/3/2025,32386,DAM,Units,MR. CLAYTON SLUGGER,DIP
7,5/21/2025,32144,Pregnant,D3,BRC MR. JUMANJI 67,107
9,12/3/2025,32057,D3,Donor,BRC MR. JUMANJI 67,DIP
1,11/3/2025,32144,1st PC Result,D2,18-Jan-2026,114
1,MR. CLAYTON SLUGGER,277,CONFIRMED IVF PREGNANCY REPORT,D3,SIRE Name,77
2,BRC MR. JUMANJI 67,277,D3,5,MR. CLAYTON SLUGGER,114
2,Total,R1,CONFIRMED IVF PREGNANCY REPORT,Units,18-Jan-2026,243
1,11/3/2025,328,Prepared For,Donor,BRC MR. JUMANJI 67,114
Sr. No,BRC Dutton 376/8,32216,Pregnant,1,BRC MR. JUMANJI 67,77
1,11/3/2025,328,D3,D3,MR. CLAYTON SLUGGER,96
11,SIRE,32144,CONFIRMED IVF PREGNANCY REPORT,5,18-Jan-2026,DIP
11,Total,32386,CONFIRMED IVF PREGNANCY REPORT,5,MR. CLAYTON SLUGGER,77
4,11/3/2025,32057,Prepared On,5,Dawood - Shazain Cattle Farm,DIP
2,ET Date,32824,CONFIRMED IVF PREGNANCY REPORT,D2,Dawood - Shazain Cattle Farm,114
12,SIRE,32216,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,2,MR. CLAYTON SLUGGER,273
2,10/27/2025,328,D3,2,MR. CLAYTON SLUGGER,107
9,11/3/2025,32293,1st PC Result,Units,SIRE Name,DIP
1,Total,R4,Prepared For,5,18-Jan-2026,DIP
9,11/14/2025,328,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,D3,MR. CLAYTON SLUGGER,DIP
5,BRC MR. JUMANJI 67,197,Prepared For,2,BRC MR. JUMANJI 67,96
8,MR. CLAYTON SLUGGER,328,1st PC Result,2,18-Jan-2026,96
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",MR. CLAYTON SLUGGER,R4,Pregnant,D3,18-Jan-2026,96
9,Total,277,D2,12,18-Jan-2026,107
9,10/27/2025,32386,D2,5,18-Jan-2026,273
5,MR. CLAYTON SLUGGER,R4,Prepared On,D2,SIRE Name,243
Notes:,5/21/2025,272,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,Donor,Dawood - Shazain Cattle Farm,243
4,6/20/2025,197,DAM,12,MR. CLAYTON SLUGGER,77
1,Total,32293,D3,1,MR. CLAYTON SLUGGER,273
8,ET Date,277,CONFIRMED IVF PREGNANCY REPORT,Donor,BRC MR. JUMANJI 67,77
Notes:,5/21/2025,277,Prepared On,4,MR. CLAYTON SLUGGER,DIP
11,12/3/2025,197,1st PC Result,5,BRC Dutton 376/8,DIP
10,12/3/2025,32144,CONFIRMED IVF PREGNANCY REPORT,2,SIRE Name,114
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",SIRE,R1,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,D3,BRC Dutton 376/8,243
4,SIRE,32293,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,2,SIRE Name,114
8,BRC MR. JUMANJI 67,277,D3,12,18-Jan-2026,107
3,ET Date,272,Pregnant,1,18-Jan-2026,77
Sr. No,Total,328,CONFIRMED IVF PREGNANCY REPORT,D3,BRC MR. JUMANJI 67,77
1,12/3/2025,Recipient ID,DAM,12,BRC MR. JUMANJI 67,243
7,11/14/2025,Recipient ID,1st PC Result,12,BRC MR. JUMANJI 67,DIP
10,11/3/2025,32144,DAM,2,18-Jan-2026,DIP
12,ET Date,328,CONFIRMED IVF PREGNANCY REPORT,4,BRC MR. JUMANJI 67,107
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",BRC Dutton 376/8,R4,Prepared On,Units,MR. CLAYTON SLUGGER,273
3,BRC MR. JUMANJI 67,277,Pregnant,Units,Dawood - Shazain Cattle Farm,DIP
9,10/27/2025,328,D3,Donor,SIRE Name,114
11,BRC MR. JUMANJI 67,32386,D3,1,BRC Dutton 376/8,DIP
1,Total,32293,DAM,1,SIRE Name,114
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",10/27/2025,32144,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,Units,Dawood - Shazain Cattle Farm,243
2,12/3/2025,32824,Prepared On,D3,MR. CLAYTON SLUGGER,77
11,ET Date,272,Prepared On,12,18-Jan-2026,DIP
5,11/3/2025,32824,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,12,SIRE Name,107
12,10/27/2025,R4,Prepared For,1,BRC Dutton 376/8,273
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",SIRE,32293,D2,D3,MR. CLAYTON SLUGGER,114
12,MR. CLAYTON SLUGGER,32057,Prepared On,D2,BRC Dutton 376/8,DIP
12,12/3/2025,32386,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,D3,MR. CLAYTON SLUGGER,96
6,10/27/2025,R4,1st PC Result,1,MR. CLAYTON SLUGGER,114
1,5/21/2025,32144,Prepared For,D3,BRC Dutton 376/8,96
3,Summary ,32386,D3,2,BRC Dutton 376/8,107
Notes:,12/3/2025,32057,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,Donor,MR. CLAYTON SLUGGER,96
12,6/20/2025,Recipient ID,DAM,Units,Dawood - Shazain Cattle Farm,DIP
2,10/27/2025,Recipient ID,Prepared On,2,18-Jan-2026,273
3,BRC MR. JUMANJI 67,328,Prepared On,Units,Dawood - Shazain Cattle Farm,243
1,10/27/2025,32057,D2,D3,MR. CLAYTON SLUGGER,273
1,ET Date,277,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,1,BRC Dutton 376/8,107
