Donor,Sire,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
2/4,BRC Dutton 376/8,78,BrafordBBQ,JDH Janos Manso 709,8,984,Mr H Pride of Maddox Manso 684/8
602,JDH Janos Manso 709,35,BrafordBBQ,JDH Janos Manso 709,97,187,VL Rojo Whiskey 1/48
602,JDH Janos Manso 709,54,BrafordBBQ,BRC Dutton 376/8,66,31518,VL Rojo Whiskey 1/48
991,BRC Dutton 376/8,59,BrafordBBQ,JDH Janos Manso 709,49,31947,VL Rojo Whiskey 1/48
BrafordBBQ,BRC Dutton 376/8,6,BrafordBBQ,JDH Janos Manso 709,7,195,Mr H Pride of Maddox Manso 684/8
602,Mr H Pride of Maddox Manso 684/8,94,BrafordBBQ,BRC Dutton 376/8,50,3/4,Mr H Pride of Maddox Manso 684/8
984,BRC Dutton 376/8,9,BrafordBBQ,JDH Janos Manso 709,26,32115,Mr H Pride of Maddox Manso 684/8
909,Mr H Pride of Maddox Manso 684/8,30,BrafordBBQ,JDH Janos Manso 709,82,3/4,VL Rojo Whiskey 1/48
D2,BRC Dutton 376/8,23,BrafordBBQ,BRC Dutton 376/8,57,222,Mr H Pride of Maddox Manso 684/8
2/4,VL Rojo Whiskey 1/48,72,BrafordBBQ,BRC Dutton 376/8,41,61,Mr H Pride of Maddox Manso 684/8
3/4,Mr H Pride of Maddox Manso 684/8,96,BrafordBBQ,JDH Janos Manso 709,81,32115,VL Rojo Whiskey 1/48
04-04,BRC Dutton 376/8,51,BrafordBBQ,JDH Janos Manso 709,24,32115,VL Rojo Whiskey 1/48
602,VL Rojo Whiskey 1/48,31,BrafordBBQ,JDH Janos Manso 709,36,31996,Mr H Pride of Maddox Manso 684/8
825/4,JDH Janos Manso 709,52,BrafordBBQ,BRC Dutton 376/8,3,187,Mr H Pride of Maddox Manso 684/8
984,VL Rojo Whiskey 1/48,7,BrafordBBQ,BRC Dutton 376/8,1,268,Mr H Pride of Maddox Manso 684/8
D2,JDH Janos Manso 709,17,BrafordBBQ,JDH Janos Manso 709,30,166,Mr H Pride of Maddox Manso 684/8
D2,VL Rojo Whiskey 1/48,46,BrafordBBQ,JDH Janos Manso 709,33,222,VL Rojo Whiskey 1/48
909,Mr H Pride of Maddox Manso 684/8,31,BrafordBBQ,BRC Dutton 376/8,3,31499,VL Rojo Whiskey 1/48
BrafordBBQ,BRC Dutton 376/8,52,BrafordBBQ,BRC Dutton 376/8,24,323,Mr H Pride of Maddox Manso 684/8
04-04,Mr H Pride of Maddox Manso 684/8,13,BrafordBBQ,JDH Janos Manso 709,44,166,Mr H Pride of Maddox Manso 684/8
602,JDH Janos Manso 709,49,BrafordBBQ,JDH Janos Manso 709,54,342,Mr H Pride of Maddox Manso 684/8
602,VL Rojo Whiskey 1/48,84,BrafordBBQ,BRC Dutton 376/8,77,195,Mr H Pride of Maddox Manso 684/8
D2,JDH Janos Manso 709,33,BrafordBBQ,JDH Janos Manso 709,47,3/4,Mr H Pride of Maddox Manso 684/8
602,JDH Janos Manso 709,32,BrafordBBQ,JDH Janos Manso 709,29,31996,Mr H Pride of Maddox Manso 684/8
825/4,BRC Dutton 376/8,69,BrafordBBQ,JDH Janos Manso 709,63,239,Mr H Pride of Maddox Manso 684/8
825/4,BRC Dutton 376/8,87,BrafordBBQ,BRC Dutton 376/8,51,991,Mr H Pride of Maddox Manso 684/8
2/4,VL Rojo Whiskey 1/48,42,BrafordBBQ,JDH Janos Manso 709,5,268,VL Rojo Whiskey 1/48
3/4,BRC Dutton 376/8,66,BrafordBBQ,JDH Janos Manso 709,71,991,VL Rojo Whiskey 1/48
825/4,VL Rojo Whiskey 1/48,37,BrafordBBQ,BRC Dutton 376/8,30,268,VL Rojo Whiskey 1/48
D2,VL Rojo Whiskey 1/48,58,BrafordBBQ,JDH Janos Manso 709,23,268,Mr H Pride of Maddox Manso 684/8
2/4,Mr H Pride of Maddox Manso 684/8,7,BrafordBBQ,BRC Dutton 376/8,77,62,VL Rojo Whiskey 1/48
909,JDH Janos Manso 709,40,BrafordBBQ,BRC Dutton 376/8,9,323,VL Rojo Whiskey 1/48
04-04,VL Rojo Whiskey 1/48,87,BrafordBBQ,BRC Dutton 376/8,32,991,VL Rojo Whiskey 1/48
D2,JDH Janos Manso 709,63,BrafordBBQ,BRC Dutton 376/8,38,76,VL Rojo Whiskey 1/48
D2,JDH Janos Manso 709,80,BrafordBBQ,JDH Janos Manso 709,48,222,VL Rojo Whiskey 1/48
825/4,BRC Dutton 376/8,23,BrafordBBQ,BRC Dutton 376/8,63,222,VL Rojo Whiskey 1/48
984,JDH Janos Manso 709,66,BrafordBBQ,BRC Dutton 376/8,53,323,VL Rojo Whiskey 1/48
04-04,VL Rojo Whiskey 1/48,77,BrafordBBQ,BRC Dutton 376/8,64,62,VL Rojo Whiskey 1/48
BrafordBBQ,BRC Dutton 376/8,48,BrafordBBQ,BRC Dutton 376/8,32,195,VL Rojo Whiskey 1/48
3/4,BRC Dutton 376/8,100,BrafordBBQ,BRC Dutton 376/8,20,342,Mr H Pride of Maddox Manso 684/8
825/4,Mr H Pride of Maddox Manso 684/8,59,BrafordBBQ,JDH Janos Manso 709,67,31499,Mr H Pride of Maddox Manso 684/8
D2,VL Rojo Whiskey 1/48,96,BrafordBBQ,JDH Janos Manso 709,57,991,Mr H Pride of Maddox Manso 684/8
825/4,VL Rojo Whiskey 1/48,89,BrafordBBQ,BRC Dutton 376/8,41,991,VL Rojo Whiskey 1/48
825/4,JDH Janos Manso 709,79,BrafordBBQ,BRC Dutton 376/8,64,323,Mr H Pride of Maddox Manso 684/8
909,Mr H Pride of Maddox Manso 684/8,78,BrafordBBQ,JDH Janos Manso 709,94,62,Mr H Pride of Maddox Manso 684/8
909,BRC Dutton 376/8,52,BrafordBBQ,JDH Janos Manso 709,48,222,Mr H Pride of Maddox Manso 684/8
602,Mr H Pride of Maddox Manso 684/8,38,BrafordBBQ,BRC Dutton 376/8,81,76,VL Rojo Whiskey 1/48
D2,VL Rojo Whiskey 1/48,90,BrafordBBQ,JDH Janos Manso 709,32,31518,Mr H Pride of Maddox Manso 684/8
984,BRC Dutton 376/8,79,BrafordBBQ,JDH Janos Manso 709,17,215,Mr H Pride of Maddox Manso 684/8
2/4,JDH Janos Manso 709,31,BrafordBBQ,JDH Janos Manso 709,91,31518,VL Rojo Whiskey 1/48
04-04,Mr H Pride of Maddox Manso 684/8,73,BrafordBBQ,BRC Dutton 376/8,97,215,VL Rojo Whiskey 1/48
909,BRC Dutton 376/8,92,BrafordBBQ,BRC Dutton 376/8,61,62,VL Rojo Whiskey 1/48
825/4,JDH Janos Manso 709,91,BrafordBBQ,JDH Janos Manso 709,27,76,Mr H Pride of Maddox Manso 684/8
2/4,JDH Janos Manso 709,86,BrafordBBQ,JDH Janos Manso 709,33,61,VL Rojo Whiskey 1/48
984,JDH Janos Manso 709,90,BrafordBBQ,BRC Dutton 376/8,65,187,Mr H Pride of Maddox Manso 684/8
2/4,JDH Janos Manso 709,42,BrafordBBQ,BRC Dutton 376/8,53,984,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,BRC Dutton 376/8,47,BrafordBBQ,BRC Dutton 376/8,69,262,VL Rojo Whiskey 1/48
2/4,VL Rojo Whiskey 1/48,80,BrafordBBQ,JDH Janos Manso 709,35,32115,VL Rojo Whiskey 1/48
991,Mr H Pride of Maddox Manso 684/8,76,BrafordBBQ,JDH Janos Manso 709,16,268,VL Rojo Whiskey 1/48
3/4,VL Rojo Whiskey 1/48,45,BrafordBBQ,JDH Janos Manso 709,64,239,Mr H Pride of Maddox Manso 684/8
909,BRC Dutton 376/8,96,BrafordBBQ,BRC Dutton 376/8,36,3/4,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,Mr H Pride of Maddox Manso 684/8,96,BrafordBBQ,JDH Janos Manso 709,86,3/4,VL Rojo Whiskey 1/48
825/4,JDH Janos Manso 709,17,BrafordBBQ,BRC Dutton 376/8,21,239,Mr H Pride of Maddox Manso 684/8
909,VL Rojo Whiskey 1/48,56,BrafordBBQ,BRC Dutton 376/8,17,984,VL Rojo Whiskey 1/48
04-04,VL Rojo Whiskey 1/48,30,BrafordBBQ,BRC Dutton 376/8,75,262,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,BRC Dutton 376/8,10,BrafordBBQ,BRC Dutton 376/8,31,31996,Mr H Pride of Maddox Manso 684/8
991,JDH Janos Manso 709,9,BrafordBBQ,JDH Janos Manso 709,85,31499,VL Rojo Whiskey 1/48
BrafordBBQ,VL Rojo Whiskey 1/48,24,BrafordBBQ,JDH Janos Manso 709,93,3/4,VL Rojo Whiskey 1/48
825/4,VL Rojo Whiskey 1/48,88,BrafordBBQ,JDH Janos Manso 709,69,166,VL Rojo Whiskey 1/48
602,VL Rojo Whiskey 1/48,37,BrafordBBQ,BRC Dutton 376/8,44,31518,VL Rojo Whiskey 1/48
3/4,Mr H Pride of Maddox Manso 684/8,31,BrafordBBQ,JDH Janos Manso 709,56,31518,VL Rojo Whiskey 1/48
2/4,BRC Dutton 376/8,24,BrafordBBQ,JDH Janos Manso 709,45,262,VL Rojo Whiskey 1/48
3/4,BRC Dutton 376/8,78,BrafordBBQ,BRC Dutton 376/8,9,984,VL Rojo Whiskey 1/48
04-04,BRC Dutton 376/8,3,BrafordBBQ,BRC Dutton 376/8,58,991,Mr H Pride of Maddox Manso 684/8
602,BRC Dutton 376/8,74,BrafordBBQ,JDH Janos Manso 709,21,31518,Mr H Pride of Maddox Manso 684/8
D2,VL Rojo Whiskey 1/48,100,BrafordBBQ,JDH Janos Manso 709,85,991,Mr H Pride of Maddox Manso 684/8
984,Mr H Pride of Maddox Manso 684/8,79,BrafordBBQ,BRC Dutton 376/8,90,62,Mr H Pride of Maddox Manso 684/8
04-04,Mr H Pride of Maddox Manso 684/8,5,BrafordBBQ,BRC Dutton 376/8,66,195,Mr H Pride of Maddox Manso 684/8
984,JDH Janos Manso 709,29,BrafordBBQ,BRC Dutton 376/8,8,166,Mr H Pride of Maddox Manso 684/8
3/4,JDH Janos Manso 709,11,BrafordBBQ,BRC Dutton 376/8,4,61,VL Rojo Whiskey 1/48
BrafordBBQ,Mr H Pride of Maddox Manso 684/8,58,BrafordBBQ,JDH Janos Manso 709,89,31499,Mr H Pride of Maddox Manso 684/8
3/4,JDH Janos Manso 709,1,BrafordBBQ,JDH Janos Manso 709,2,984,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,VL Rojo Whiskey 1/48,31,BrafordBBQ,BRC Dutton 376/8,90,222,Mr H Pride of Maddox Manso 684/8
909,Mr H Pride of Maddox Manso 684/8,90,BrafordBBQ,JDH Janos Manso 709,14,991,VL Rojo Whiskey 1/48
04-04,BRC Dutton 376/8,80,BrafordBBQ,JDH Janos Manso 709,12,239,VL Rojo Whiskey 1/48
BrafordBBQ,BRC Dutton 376/8,57,BrafordBBQ,JDH Janos Manso 709,5,262,Mr H Pride of Maddox Manso 684/8
825/4,VL Rojo Whiskey 1/48,16,BrafordBBQ,BRC Dutton 376/8,20,62,Mr H Pride of Maddox Manso 684/8
909,JDH Janos Manso 709,69,BrafordBBQ,BRC Dutton 376/8,39,31996,Mr H Pride of Maddox Manso 684/8
3/4,BRC Dutton 376/8,99,BrafordBBQ,BRC Dutton 376/8,41,31518,VL Rojo Whiskey 1/48
991,Mr H Pride of Maddox Manso 684/8,22,BrafordBBQ,BRC Dutton 376/8,98,222,Mr H Pride of Maddox Manso 684/8
2/4,VL Rojo Whiskey 1/48,35,BrafordBBQ,BRC Dutton 376/8,34,195,VL Rojo Whiskey 1/48
984,JDH Janos Manso 709,27,BrafordBBQ,BRC Dutton 376/8,15,32115,VL Rojo Whiskey 1/48
909,Mr H Pride of Maddox Manso 684/8,77,BrafordBBQ,JDH Janos Manso 709,36,31499,Mr H Pride of Maddox Manso 684/8
909,JDH Janos Manso 709,56,BrafordBBQ,JDH Janos Manso 709,40,62,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,JDH Janos Manso 709,7,BrafordBBQ,JDH Janos Manso 709,44,187,Mr H Pride of Maddox Manso 684/8
3/4,Mr H Pride of Maddox Manso 684/8,88,BrafordBBQ,BRC Dutton 376/8,7,62,Mr H Pride of Maddox Manso 684/8
2/4,BRC Dutton 376/8,74,BrafordBBQ,BRC Dutton 376/8,34,239,VL Rojo Whiskey 1/48
991,Mr H Pride of Maddox Manso 684/8,4,BrafordBBQ,BRC Dutton 376/8,30,222,VL Rojo Whiskey 1/48
825/4,BRC Dutton 376/8,68,BrafordBBQ,JDH Janos Manso 709,94,239,VL Rojo Whiskey 1/48
BrafordBBQ,BRC Dutton 376/8,68,BrafordBBQ,JDH Janos Manso 709,14,166,Mr H Pride of Maddox Manso 684/8
984,JDH Janos Manso 709,96,BrafordBBQ,JDH Janos Manso 709,97,31996,VL Rojo Whiskey 1/48
991,BRC Dutton 376/8,35,BrafordBBQ,BRC Dutton 376/8,100,195,Mr H Pride of Maddox Manso 684/8
909,JDH Janos Manso 709,11,BrafordBBQ,BRC Dutton 376/8,80,215,VL Rojo Whiskey 1/48
3/4,JDH Janos Manso 709,44,BrafordBBQ,JDH Janos Manso 709,5,222,VL Rojo Whiskey 1/48
D2,JDH Janos Manso 709,32,BrafordBBQ,BRC Dutton 376/8,80,239,Mr H Pride of Maddox Manso 684/8
BrafordBBQ,VL Rojo Whiskey 1/48,66,BrafordBBQ,BRC Dutton 376/8,11,166,Mr H Pride of Maddox Manso 684/8
04-04,JDH Janos Manso 709,15,BrafordBBQ,JDH Janos Manso 709,1,187,VL Rojo Whiskey 1/48
909,VL Rojo Whiskey 1/48,68,BrafordBBQ,JDH Janos Manso 709,35,195,Mr H Pride of Maddox Manso 684/8
D2,BRC Dutton 376/8,92,BrafordBBQ,JDH Janos Manso 709,58,262,Mr H Pride of Maddox Manso 684/8
909,VL Rojo Whiskey 1/48,30,BrafordBBQ,JDH Janos Manso 709,46,187,VL Rojo Whiskey 1/48
04-04,BRC Dutton 376/8,24,BrafordBBQ,BRC Dutton 376/8,98,76,VL Rojo Whiskey 1/48
3/4,Mr H Pride of Maddox Manso 684/8,94,BrafordBBQ,BRC Dutton 376/8,26,195,VL Rojo Whiskey 1/48
04-04,BRC Dutton 376/8,30,BrafordBBQ,JDH Janos Manso 709,21,239,Mr H Pride of Maddox Manso 684/8
825/4,VL Rojo Whiskey 1/48,88,BrafordBBQ,BRC Dutton 376/8,2,984,VL Rojo Whiskey 1/48
602,VL Rojo Whiskey 1/48,38,BrafordBBQ,BRC Dutton 376/8,71,76,VL Rojo Whiskey 1/48
602,Mr H Pride of Maddox Manso 684/8,99,BrafordBBQ,JDH Janos Manso 709,46,3/4,VL Rojo Whiskey 1/48
909,VL Rojo Whiskey 1/48,72,BrafordBBQ,JDH Janos Manso 709,31,984,VL Rojo Whiskey 1/48
984,JDH Janos Manso 709,71,BrafordBBQ,JDH Janos Manso 709,9,239,VL Rojo Whiskey 1/48
BrafordBBQ,Mr H Pride of Maddox Manso 684/8,82,BrafordBBQ,BRC Dutton 376/8,9,3/4,VL Rojo Whiskey 1/48
909,JDH Janos Manso 709,38,BrafordBBQ,BRC Dutton 376/8,99,239,VL Rojo Whiskey 1/48
825/4,JDH Janos Manso 709,55,BrafordBBQ,JDH Janos Manso 709,61,76,Mr H Pride of Maddox Manso 684/8
909,VL Rojo Whiskey 1/48,39,BrafordBBQ,BRC Dutton 376/8,96,31996,Mr H Pride of Maddox Manso 684/8
825/4,JDH Janos Manso 709,38,BrafordBBQ,JDH Janos Manso 709,29,31499,Mr H Pride of Maddox Manso 684/8
825/4,JDH Janos Manso 709,49,BrafordBBQ,BRC Dutton 376/8,6,31499,Mr H Pride of Maddox Manso 684/8
602,BRC Dutton 376/8,53,BrafordBBQ,JDH Janos Manso 709,36,215,VL Rojo Whiskey 1/48
3/4,BRC Dutton 376/8,61,BrafordBBQ,BRC Dutton 376/8,28,342,VL Rojo Whiskey 1/48
3/4,JDH Janos Manso 709,71,BrafordBBQ,JDH Janos Manso 709,94,323,VL Rojo Whiskey 1/48
BrafordBBQ,VL Rojo Whiskey 1/48,70,BrafordBBQ,BRC Dutton 376/8,65,62,VL Rojo Whiskey 1/48
3/4,Mr H Pride of Maddox Manso 684/8,98,BrafordBBQ,BRC Dutton 376/8,50,31996,Mr H Pride of Maddox Manso 684/8
909,JDH Janos Manso 709,42,BrafordBBQ,JDH Janos Manso 709,49,62,VL Rojo Whiskey 1/48
602,Mr H Pride of Maddox Manso 684/8,29,BrafordBBQ,BRC Dutton 376/8,54,76,Mr H Pride of Maddox Manso 684/8
991,BRC Dutton 376/8,72,BrafordBBQ,BRC Dutton 376/8,30,31996,VL Rojo Whiskey 1/48
825/4,JDH Janos Manso 709,9,BrafordBBQ,BRC Dutton 376/8,67,268,VL Rojo Whiskey 1/48
D2,BRC Dutton 376/8,15,BrafordBBQ,JDH Janos Manso 709,77,323,VL Rojo Whiskey 1/48
984,BRC Dutton 376/8,64,BrafordBBQ,JDH Janos Manso 709,12,215,Mr H Pride of Maddox Manso 684/8
825/4,Mr H Pride of Maddox Manso 684/8,65,BrafordBBQ,JDH Janos Manso 709,89,342,VL Rojo Whiskey 1/48
3/4,JDH Janos Manso 709,70,BrafordBBQ,BRC Dutton 376/8,88,31996,Mr H Pride of Maddox Manso 684/8
602,BRC Dutton 376/8,43,BrafordBBQ,BRC Dutton 376/8,55,31996,Mr H Pride of Maddox Manso 684/8
909,VL Rojo Whiskey 1/48,16,BrafordBBQ,BRC Dutton 376/8,98,166,VL Rojo Whiskey 1/48
2/4,Mr H Pride of Maddox Manso 684/8,93,BrafordBBQ,BRC Dutton 376/8,38,31996,Mr H Pride of Maddox Manso 684/8
825/4,JDH Janos Manso 709,3,BrafordBBQ,BRC Dutton 376/8,40,76,VL Rojo Whiskey 1/48
3/4,Mr H Pride of Maddox Manso 684/8,16,BrafordBBQ,JDH Janos Manso 709,17,166,VL Rojo Whiskey 1/48
602,BRC Dutton 376/8,36,BrafordBBQ,BRC Dutton 376/8,34,991,Mr H Pride of Maddox Manso 684/8
3/4,BRC Dutton 376/8,9,BrafordBBQ,BRC Dutton 376/8,2,166,VL Rojo Whiskey 1/48
825/4,BRC Dutton 376/8,54,BrafordBBQ,JDH Janos Manso 709,71,3/4,Mr H Pride of Maddox Manso 684/8
909,JDH Janos Manso 709,53,BrafordBBQ,BRC Dutton 376/8,36,222,Mr H Pride of Maddox Manso 684/8
909,BRC Dutton 376/8,94,BrafordBBQ,JDH Janos Manso 709,77,195,VL Rojo Whiskey 1/48
D2,Mr H Pride of Maddox Manso 684/8,62,BrafordBBQ,BRC Dutton 376/8,87,222,Mr H Pride of Maddox Manso 684/8
2/4,Mr H Pride of Maddox Manso 684/8,70,BrafordBBQ,JDH Janos Manso 709,92,342,VL Rojo Whiskey 1/48
3/4,JDH Janos Manso 709,68,BrafordBBQ,JDH Janos Manso 709,30,31996,Mr H Pride of Maddox Manso 684/8
D2,JDH Janos Manso 709,70,BrafordBBQ,BRC Dutton 376/8,3,215,Mr H Pride of Maddox Manso 684/8
04-04,JDH Janos Manso 709,60,BrafordBBQ,JDH Janos Manso 709,93,31518,VL Rojo Whiskey 1/48
602,BRC Dutton 376/8,44,BrafordBBQ,JDH Janos Manso 709,3,31947,Mr H Pride of Maddox Manso 684/8
3/4,VL Rojo Whiskey 1/48,88,BrafordBBQ,BRC Dutton 376/8,34,984,VL Rojo Whiskey 1/48
602,JDH Janos Manso 709,5,BrafordBBQ,BRC Dutton 376/8,94,31947,Mr H Pride of Maddox Manso 684/8
825/4,BRC Dutton 376/8,76,BrafordBBQ,JDH Janos Manso 709,18,262,Mr H Pride of Maddox Manso 684/8
D2,JDH Janos Manso 709,4,BrafordBBQ,JDH Janos Manso 709,48,342,VL Rojo Whiskey 1/48
3/4,BRC Dutton 376/8,99,BrafordBBQ,BRC Dutton 376/8,5,31518,VL Rojo Whiskey 1/48
3/4,BRC Dutton 376/8,75,BrafordBBQ,JDH Janos Manso 709,62,323,VL Rojo Whiskey 1/48
3/4,JDH Janos Manso 709,2,BrafordBBQ,BRC Dutton 376/8,65,76,Mr H Pride of Maddox Manso 684/8
825/4,JDH Janos Manso 709,6,BrafordBBQ,BRC Dutton 376/8,9,268,Mr H Pride of Maddox Manso 684/8
909,Mr H Pride of Maddox Manso 684/8,35,BrafordBBQ,BRC Dutton 376/8,82,62,Mr H Pride of Maddox Manso 684/8
602,VL Rojo Whiskey 1/48,42,BrafordBBQ,BRC Dutton 376/8,78,62,Mr H Pride of Maddox Manso 684/8
2/4,Mr H Pride of Maddox Manso 684/8,7,BrafordBBQ,JDH Janos Manso 709,43,31499,VL Rojo Whiskey 1/48
2/4,JDH Janos Manso 709,69,BrafordBBQ,BRC Dutton 376/8,57,3/4,VL Rojo Whiskey 1/48
BrafordBBQ,VL Rojo Whiskey 1/48,68,BrafordBBQ,BRC Dutton 376/8,76,76,Mr H Pride of Maddox Manso 684/8
991,Mr H Pride of Maddox Manso 684/8,71,BrafordBBQ,JDH Janos Manso 709,32,62,VL Rojo Whiskey 1/48
825/4,BRC Dutton 376/8,8,BrafordBBQ,JDH Janos Manso 709,6,222,Mr H Pride of Maddox Manso 684/8
909,Mr H Pride of Maddox Manso 684/8,3,BrafordBBQ,BRC Dutton 376/8,1,239,Mr H Pride of Maddox Manso 684/8
825/4,JDH Janos Manso 709,64,BrafordBBQ,BRC Dutton 376/8,90,239,VL Rojo Whiskey 1/48
825/4,VL Rojo Whiskey 1/48,94,BrafordBBQ,JDH Janos Manso 709,99,61,Mr H Pride of Maddox Manso 684/8
984,Mr H Pride of Maddox Manso 684/8,55,BrafordBBQ,BRC Dutton 376/8,21,61,Mr H Pride of Maddox Manso 684/8
D2,BRC Dutton 376/8,4,BrafordBBQ,BRC Dutton 376/8,18,195,VL Rojo Whiskey 1/48
3/4,VL Rojo Whiskey 1/48,57,BrafordBBQ,BRC Dutton 376/8,83,991,Mr H Pride of Maddox Manso 684/8
04-04,BRC Dutton 376/8,70,BrafordBBQ,BRC Dutton 376/8,12,31996,VL Rojo Whiskey 1/48
3/4,JDH Janos Manso 709,70,BrafordBBQ,BRC Dutton 376/8,49,76,Mr H Pride of Maddox Manso 684/8
991,Mr H Pride of Maddox Manso 684/8,85,BrafordBBQ,BRC Dutton 376/8,91,61,Mr H Pride of Maddox Manso 684/8
602,VL Rojo Whiskey 1/48,67,BrafordBBQ,BRC Dutton 376/8,94,61,Mr H Pride of Maddox Manso 684/8
04-04,VL Rojo Whiskey 1/48,80,BrafordBBQ,BRC Dutton 376/8,56,61,Mr H Pride of Maddox Manso 684/8
04-04,BRC Dutton 376/8,5,BrafordBBQ,BRC Dutton 376/8,41,984,Mr H Pride of Maddox Manso 684/8
909,Mr H Pride of Maddox Manso 684/8,71,BrafordBBQ,BRC Dutton 376/8,11,342,VL Rojo Whiskey 1/48
984,BRC Dutton 376/8,93,BrafordBBQ,JDH Janos Manso 709,57,323,Mr H Pride of Maddox Manso 684/8
984,JDH Janos Manso 709,77,BrafordBBQ,BRC Dutton 376/8,42,268,VL Rojo Whiskey 1/48
825/4,BRC Dutton 376/8,56,BrafordBBQ,JDH Janos Manso 709,97,991,VL Rojo Whiskey 1/48
984,BRC Dutton 376/8,71,BrafordBBQ,BRC Dutton 376/8,65,31499,Mr H Pride of Maddox Manso 684/8
984,Mr H Pride of Maddox Manso 684/8,35,BrafordBBQ,BRC Dutton 376/8,18,991,VL Rojo Whiskey 1/48
D2,VL Rojo Whiskey 1/48,23,BrafordBBQ,BRC Dutton 376/8,82,61,VL Rojo Whiskey 1/48
3/4,BRC Dutton 376/8,23,BrafordBBQ,JDH Janos Manso 709,89,268,VL Rojo Whiskey 1/48
04-04,JDH Janos Manso 709,30,BrafordBBQ,BRC Dutton 376/8,14,195,Mr H Pride of Maddox Manso 684/8
3/4,JDH Janos Manso 709,67,BrafordBBQ,BRC Dutton 376/8,10,342,VL Rojo Whiskey 1/48
BrafordBBQ,BRC Dutton 376/8,66,BrafordBBQ,BRC Dutton 376/8,10,262,VL Rojo Whiskey 1/48
D2,JDH Janos Manso 709,96,BrafordBBQ,JDH Janos Manso 709,8,187,VL Rojo Whiskey 1/48
991,VL Rojo Whiskey 1/48,61,BrafordBBQ,BRC Dutton 376/8,94,262,VL Rojo Whiskey 1/48
3/4,JDH Janos Manso 709,5,BrafordBBQ,BRC Dutton 376/8,88,31499,VL Rojo Whiskey 1/48
984,Mr H Pride of Maddox Manso 684/8,3,BrafordBBQ,BRC Dutton 376/8,55,31996,Mr H Pride of Maddox Manso 684/8
04-04,Mr H Pride of Maddox Manso 684/8,47,BrafordBBQ,BRC Dutton 376/8,66,984,Mr H Pride of Maddox Manso 684/8
D2,JDH Janos Manso 709,3,BrafordBBQ,JDH Janos Manso 709,25,166,VL Rojo Whiskey 1/48
2/4,BRC Dutton 376/8,46,BrafordBBQ,JDH Janos Manso 709,35,62,VL Rojo Whiskey 1/48
3/4,BRC Dutton 376/8,86,BrafordBBQ,JDH Janos Manso 709,13,222,VL Rojo Whiskey 1/48
D2,JDH Janos Manso 709,40,BrafordBBQ,JDH Janos Manso 709,19,166,Mr H Pride of Maddox Manso 684/8
3/4,BRC Dutton 376/8,57,BrafordBBQ,BRC Dutton 376/8,12,222,VL Rojo Whiskey 1/48
909,BRC Dutton 376/8,38,BrafordBBQ,JDH Janos Manso 709,45,31499,Mr H Pride of Maddox Manso 684/8
D2,BRC Dutton 376/8,53,BrafordBBQ,BRC Dutton 376/8,95,262,Mr H Pride of Maddox Manso 684/8
602,Mr H Pride of Maddox Manso 684/8,62,BrafordBBQ,JDH Janos Manso 709,22,195,Mr H Pride of Maddox Manso 684/8
04-04,BRC Dutton 376/8,78,BrafordBBQ,JDH Janos Manso 709,27,62,VL Rojo Whiskey 1/48
BrafordBBQ,VL Rojo Whiskey 1/48,12,BrafordBBQ,BRC Dutton 376/8,37,222,Mr H Pride of Maddox Manso 684/8
D2,Mr H Pride of Maddox Manso 684/8,28,BrafordBBQ,JDH Janos Manso 709,94,3/4,Mr H Pride of Maddox Manso 684/8
825/4,Mr H Pride of Maddox Manso 684/8,57,BrafordBBQ,JDH Janos Manso 709,24,195,Mr H Pride of Maddox Manso 684/8
04-04,Mr H Pride of Maddox Manso 684/8,76,BrafordBBQ,BRC Dutton 376/8,44,195,Mr H Pride of Maddox Manso 684/8
2/4,Mr H Pride of Maddox Manso 684/8,28,BrafordBBQ,BRC Dutton 376/8,90,239,Mr H Pride of Maddox Manso 684/8
D2,VL Rojo Whiskey 1/48,2,BrafordBBQ,BRC Dutton 376/8,37,31499,VL Rojo Whiskey 1/48
825/4,BRC Dutton 376/8,18,BrafordBBQ,BRC Dutton 376/8,84,268,Mr H Pride of Maddox Manso 684/8
04-04,VL Rojo Whiskey 1/48,75,BrafordBBQ,BRC Dutton 376/8,26,991,VL Rojo Whiskey 1/48
909,JDH Janos Manso 709,92,BrafordBBQ,JDH Janos Manso 709,61,991,VL Rojo Whiskey 1/48
04-04,VL Rojo Whiskey 1/48,24,BrafordBBQ,JDH Janos Manso 709,62,195,VL Rojo Whiskey 1/48
BrafordBBQ,BRC Dutton 376/8,68,BrafordBBQ,BRC Dutton 376/8,29,342,VL Rojo Whiskey 1/48
3/4,BRC Dutton 376/8,57,BrafordBBQ,JDH Janos Manso 709,99,76,VL Rojo Whiskey 1/48
BrafordBBQ,Mr H Pride of Maddox Manso 684/8,92,BrafordBBQ,BRC Dutton 376/8,77,991,VL Rojo Whiskey 1/48
BrafordBBQ,VL Rojo Whiskey 1/48,62,BrafordBBQ,BRC Dutton 376/8,63,76,VL Rojo Whiskey 1/48
