Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
18,11/30/2025,609/9,Mr H Pride of Maddox Manso 684/8,239,Palari Cattle Farm,83,-77,86.31
53,14-Nov-25,2/4,631/9,73,Pregnant Y/N,32,-79,77.3
17,SM007,909,820/4,Units,Pregnant Y/N,18,-77,72.23
36,Whiskey 60/1,909,MR V8 160/8,95,3,44,-97,78.21
32,Total,765/4,609/9,31947,Pregnant Y/N,68,-96,95.53
42,SIRE,DAM,612,Recipient TagID,36,77,-96,68.71
28,12/3/2025,909,Prepared On,338,17-Jan-2026,50,-96,87.89
Notes:,V8 160/8,609/9,609/9,73,3,100,-80,96.26
9,11/30/2025,597/9,967/9,76,2,57,-97,96.82
16,Total,597/9,MR V8 160/8,Recipient TagID,36,50,-80,69.12
28,Whiskey 60/1,DAM,VL Rojo Whiskey 1/48,239,36,84,-80,95.44
5,Whiskey 1/48,612,SIRE,268,17-Jan-2026,83,-97,71.31
1,14-Nov-25,909,DAM,378,2,93,-79,85.15
24,12/17/2025,967/9,820/4,79,2,81,-97,83.2
4,V8 160/8,597/9,2/4,338,Pregnant Y/N,50,-97,63.68
3,Total,609/9,820/4,223,2,80,-96,64.98
2. This report serves as official delivery confirmation for the client’s IVF order.,12/3/2025,747,Prepared On,31890,No,19,-77,68.93
23,12/3/2025,909,631/9,302,6,63,-79,96.35
7,12/3/2025,602,VL Rojo Whiskey 1/48,31890,1,94,-97,87.95
26,12/3/2025,747,609/9,75,Pregnant,20,-79,81.0
33,Summary ,609/9,820/4,109,2,67,-80,83.46
55,12/17/2025,909,Prepared On,31996,Pregnant Y/N,51,-96,93.39
44,Whiskey 1/48,967/9,DAM,263,Palari Cattle Farm,80,-97,75.5
18,11/30/2025,765/4,631/9,32093,Pregnant,18,-97,91.87
21,12/17/2025,765/4,649/9,75,No,31,-77,90.26
1,Total,04-04,Mr H Pride of Maddox Manso 684/8,82,No,77,-96,89.48
Notes:,Whiskey 1/48,609,609/9,188,Palari Cattle Farm,75,-96,89.33
14,V8 160/8,612,909/9,95,No,36,DIP,88.05
15,11/30/2025,602,4-08,276,Pregnant,3,-77,70.64
18,Summary ,597/9,VL Rojo Whiskey 1/48,281,17-Jan-2026,5,-80,77.98
50,12/1/2025,765/4,4-08,139,2,69,-80,93.73
42,13-Nov-25,909/9,631/9,125,No,97,-97,87.37
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",14-Nov-25,825/4,Rojo Whiskey 60/1,32240,17-Jan-2026,37,-77,88.9
30,13-Nov-25,967/9,Karu Manso 800,195,2,74,-77,95.94
17,ET Date,04-04,612,106,No,43,-79,92.25
3,12/3/2025,609,SM007,31947,1,75,-96,89.87
54,Total,747,MR V8 160/8,106,Palari Cattle Farm,20,DIP,84.44
49,SM007,967/9,612,378,36,23,-96,85.79
Sr. No,V8 160/8,597/9,SIRE,237,No,82,-97,83.59
25,Whiskey 1/48,597/9,967/9,82,1,48,-96,75.09
49,Summary ,909,597,31890,1,33,DIP,85.76
12,Whiskey 1/48,612,967/9,281,Pregnant,8,-79,95.77
48,13-Nov-25,612,967/9,230,6,11,-79,82.89
42,14-Nov-25,04-04,609/9,106,No,27,-79,73.45
2,14-Nov-25,967/9,612,1,1,95,-80,78.37
55,ET Date,909,4-08,338,Palari Cattle Farm,5,-96,87.02
49,Total,967/9,602/9,375,3,50,-80,71.75
23,12/17/2025,747,747,281,Pregnant,53,-80,78.23
8,14-Nov-25,825/4,CONFIRMED IVF PREGNANCY REPORT,215,Palari Cattle Farm,10,-96,95.16
30,12/3/2025,609,747,41,2,50,DIP,75.66
19,12/3/2025,820/4,967/9,76,No,74,-80,84.67
32,12/3/2025,747,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,32093,Palari Cattle Farm,77,DIP,75.74
4,12/17/2025,612,SIRE,112,Pregnant,36,DIP,68.73
28,Total,765/4,SIRE,56,36,97,-80,66.15
20,12/1/2025,2/4,DAM,223,6,66,-80,92.79
14,Whiskey 60/1,612,820/4,126,Palari Cattle Farm,49,-80,94.81
9,SIRE,609/9,DAM,202,2,28,-79,63.15
12,14-Nov-25,2/4,602/9,31996,Pregnant,77,-97,90.24
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",Whiskey 60/1,DAM,Mr H Pride of Maddox Manso 684/8,112,Palari Cattle Farm,82,-96,74.74
53,SM007,820/4,MR V8 160/8,112,5,44,-96,65.18
6,Whiskey 1/48,909,602/9,302,Palari Cattle Farm,58,-77,80.02
52,Total,909/9,597,32835,No,22,-79,90.94
53,11/30/2025,967/9,CONFIRMED IVF PREGNANCY REPORT,166,Pregnant Y/N,100,-96,77.49
23,Total,597/9,631/9,62,36,97,-80,75.02
50,SIRE,602,SM007,106,17-Jan-2026,75,-79,81.45
Sr. No,ET Date,825/4,Karu Manso 800,237,No,77,-77,83.3
26,Total,967/9,602/9,32093,17-Jan-2026,93,-77,87.86
9,12/1/2025,04-04,SIRE,226,1,77,-80,92.33
31,11/30/2025,765/4,VL Rojo Whiskey 1/48,31996,Palari Cattle Farm,69,-79,90.4
Notes:,12/1/2025,820/4,909/9,338,No,2,DIP,80.52
50,11/30/2025,967/9,02/04,180,Palari Cattle Farm,32,DIP,64.67
22,11/30/2025,747,02/04,56,17-Jan-2026,56,-97,78.82
31,14-Nov-25,609/9,SIRE,32835,36,37,-79,72.57
Sr. No,Whiskey 60/1,967/9,MR V8 160/8,222,5,33,-77,87.07
15,11/30/2025,2/4,04-04,263,6,90,-96,71.71
54,Summary ,747,Prepared For,Recipient TagID,2,82,-77,94.71
55,Karu Manso 800-1,609/9,SIRE,75,17-Jan-2026,19,DIP,93.7
44,SIRE,967/9,909/9,61,3,75,-79,93.15
32,13-Nov-25,967/9,747,95,1,69,-96,66.74
36,12/3/2025,909,612,106,No,38,-96,69.94
17,Pride of Maddox,612,649/9,312,Pregnant Y/N,8,-79,94.51
19,SM007,609,Karu Manso 800,73,36,28,-96,90.44
31,Total,747,2/4,187,2,32,DIP,92.12
34,14-Nov-25,825/4,820/4,125,36,58,-77,94.33
13,12/17/2025,602,SM007,73,1,89,-77,67.34
Sr. No,12/17/2025,825/4,612,169,No,79,-80,90.15
48,12/17/2025,909,967/9,76,Palari Cattle Farm,80,-96,76.47
48,Total,747,597,32835,36,16,-79,70.12
1,ET Date,04-04,CONFIRMED IVF PREGNANCY REPORT,269,No,43,-97,84.13
21,14-Nov-25,2/4,602/9,139,3,40,-79,67.25
37,V8 160/8,612,825/4,126,5,99,-97,89.02
48,SM007,612,VL Rojo Whiskey 1/48,323,Pregnant,91,-79,92.48
50,14-Nov-25,747,747,263,17-Jan-2026,69,DIP,76.24
10,14-Nov-25,825/4,VL Rojo Whiskey 1/48,230,Palari Cattle Farm,63,-97,84.19
9,13-Nov-25,967/9,Mr H Pride of Maddox Manso 684/8,32165,Palari Cattle Farm,94,-79,67.7
26,Summary ,765/4,Rojo Whiskey 60/1,109,17-Jan-2026,21,DIP,95.97
17,Whiskey 60/1,DAM,SM007,32835,Palari Cattle Farm,26,-79,91.75
44,13-Nov-25,04-04,2/4,139,3,90,-97,92.17
17,Whiskey 1/48,DAM,967/9,222,5,24,-80,81.67
15,SM007,609,609/9,2,2,49,-97,89.92
36,11/30/2025,609,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,Units,1,88,-80,63.3
12,ET Date,612,VL Rojo Whiskey 1/48,112,6,58,DIP,85.89
35,14-Nov-25,602,4-08,3,3,98,DIP,76.27
9,Summary ,612,612,180,Palari Cattle Farm,42,-77,75.96
32,13-Nov-25,04-04,02/04,349,6,86,-80,65.74
49,14-Nov-25,820/4,Rojo Whiskey 60/1,239,No,40,DIP,92.71
19,12/3/2025,612,Mr H Pride of Maddox Manso 684/8,343,6,71,DIP,74.88
23,Total,609,MR V8 160/8,180,36,66,-80,68.05
18,12/17/2025,602,Rojo Whiskey 60/1,195,6,10,-79,78.45
44,Pride of Maddox,967/9,612,32240,6,3,-79,71.7
19,Karu Manso 800-1,2/4,649/9,195,36,17,-97,71.59
7,SIRE,609,MR V8 160/8,1,No,85,-77,78.08
12,Pride of Maddox,612,DAM,31996,36,91,-79,63.02
36,Karu Manso 800-1,609,967/9,31890,5,4,-96,89.86
26,12/1/2025,820/4,649/9,3,3,73,-96,86.02
24,Pride of Maddox,609/9,SIRE,349,Pregnant Y/N,29,-96,85.56
22,ET Date,909/9,609/9,230,3,94,-80,88.96
34,Whiskey 1/48,967/9,MR V8 160/8,364,Pregnant,54,-80,70.22
17,Summary ,04-04,597,187,Palari Cattle Farm,30,-77,85.06
2. This report serves as official delivery confirmation for the client’s IVF order.,14-Nov-25,04-04,967/9,139,17-Jan-2026,73,-80,77.25
12,Karu Manso 800-1,DAM,602/9,112,Pregnant,17,-96,73.47
18,11/30/2025,909,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,230,6,69,-79,84.18
28,Summary ,765/4,DAM,312,36,34,-80,95.01
42,SM007,909,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,281,5,64,-77,84.74
4,12/17/2025,602,VL Rojo Whiskey 1/48,61,17-Jan-2026,68,-97,96.67
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",Whiskey 60/1,597/9,967/9,112,No,31,-77,88.98
Sr. No,13-Nov-25,609/9,820/4,268,3,22,-97,65.97
54,Pride of Maddox,609/9,MR V8 160/8,239,5,83,-79,82.13
16,14-Nov-25,967/9,VL Rojo Whiskey 1/48,302,1,18,-79,91.04
35,Whiskey 60/1,825/4,04-04,112,3,27,DIP,78.41
36,SIRE,2/4,2/4,112,6,26,-96,73.75
4,Whiskey 60/1,602,SM007,31996,No,29,-77,82.08
28,12/17/2025,909,VL Rojo Whiskey 1/48,169,6,48,-97,77.26
23,12/1/2025,909/9,DAM,187,6,3,-77,78.96
28,Total,DAM,04-04,263,Palari Cattle Farm,41,-97,67.37
47,12/17/2025,609,597,95,5,57,-80,87.03
19,12/12/2025,820/4,MR V8 160/8,169,17-Jan-2026,91,-80,80.35
20,Karu Manso 800-1,747,02/04,73,No,82,DIP,71.55
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",Whiskey 60/1,825/4,909/9,187,5,82,-77,83.44
20,Pride of Maddox,765/4,CONFIRMED IVF PREGNANCY REPORT,195,3,4,-79,88.89
26,12/3/2025,602,597,329,Pregnant Y/N,89,-96,63.25
16,SM007,765/4,967/9,239,36,53,-77,84.3
47,Total,602,649/9,223,No,53,-80,93.08
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",Pride of Maddox,DAM,747,226,No,78,-96,87.81
29,SIRE,765/4,Karu Manso 800,329,2,46,-80,92.88
30,Whiskey 60/1,909,909/9,2,Palari Cattle Farm,77,-79,74.35
22,12/3/2025,04-04,Prepared For,61,17-Jan-2026,4,-96,71.3
7,V8 160/8,602,CONFIRMED IVF PREGNANCY REPORT,32835,2,89,DIP,87.4
Notes:,Karu Manso 800-1,597/9,631/9,180,2,74,-96,82.7
11,13-Nov-25,909,609/9,230,No,81,DIP,93.92
14,Whiskey 1/48,04-04,825/4,109,5,83,-97,81.67
34,Pride of Maddox,2/4,612,32093,Pregnant Y/N,15,-96,81.22
16,12/1/2025,602,612,239,36,90,-80,74.89
Sr. No,14-Nov-25,609,SIRE,343,6,48,DIP,78.65
55,Total,DAM,MR V8 160/8,75,17-Jan-2026,100,-96,92.76
29,12/12/2025,825/4,Karu Manso 800,3,Palari Cattle Farm,12,-96,89.41
7,12/12/2025,DAM,909/9,269,Palari Cattle Farm,81,DIP,66.33
23,12/17/2025,609,649/9,202,6,48,-97,74.04
17,Karu Manso 800-1,602,631/9,1,6,94,DIP,64.4
52,SM007,DAM,04-04,109,6,11,DIP,88.28
5,Whiskey 60/1,597/9,Prepared For,180,Pregnant Y/N,61,-80,96.83
14,14-Nov-25,612,02/04,169,Pregnant,91,-80,76.78
49,SM007,967/9,825/4,112,Pregnant,65,-77,68.31
Sr. No,Total,DAM,602/9,112,6,53,-80,73.39
49,SIRE,612,Prepared On,226,5,59,-96,74.43
21,14-Nov-25,602,967/9,378,1,33,-79,82.55
25,Whiskey 60/1,747,597,375,Pregnant Y/N,14,-96,73.2
21,12/3/2025,DAM,820/4,106,Palari Cattle Farm,62,-77,65.8
4,Total,609,967/9,31947,1,23,-77,89.22
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",ET Date,597/9,2/4,263,No,17,-97,74.38
54,Whiskey 60/1,820/4,967/9,82,6,9,-80,92.28
48,Summary ,825/4,02/04,61,Palari Cattle Farm,83,-96,78.16
21,12/17/2025,DAM,649/9,3,6,84,DIP,69.19
27,ET Date,612,609/9,338,5,1,-77,91.52
17,12/3/2025,825/4,649/9,56,6,76,-96,69.21
23,13-Nov-25,602,649/9,342,1,34,-97,82.08
49,SIRE,765/4,Karu Manso 800,342,Pregnant Y/N,12,DIP,95.78
5,12/1/2025,820/4,631/9,55,36,37,-97,77.68
13,14-Nov-25,2/4,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,268,Palari Cattle Farm,89,DIP,82.97
33,Pride of Maddox,909,609/9,226,1,44,-96,82.22
3,Pride of Maddox,820/4,04-04,269,Pregnant,54,-97,96.83
52,Karu Manso 800-1,609/9,Prepared For,329,17-Jan-2026,18,DIP,66.29
24,Summary ,967/9,Mr H Pride of Maddox Manso 684/8,56,6,38,-77,95.61
35,V8 160/8,2/4,820/4,226,3,29,-97,82.24
Notes:,Pride of Maddox,609/9,597,32240,Pregnant,82,-77,91.58
4,Whiskey 60/1,04-04,SIRE,226,Palari Cattle Farm,88,-80,69.62
47,12/17/2025,609,747,109,1,19,DIP,73.79
29,11/30/2025,04-04,SM007,95,No,72,-80,93.92
2,V8 160/8,04-04,909/9,31996,5,94,-96,93.37
24,SM007,820/4,02/04,55,2,49,-79,79.54
17,12/1/2025,609,04-04,302,Pregnant,50,-79,85.86
14,SM007,04-04,967/9,31947,6,40,-80,72.84
2. This report serves as official delivery confirmation for the client’s IVF order.,SM007,909/9,MR V8 160/8,139,36,24,-96,82.78
12,SM007,820/4,SM007,202,Pregnant,69,-96,76.88
17,Pride of Maddox,609/9,2/4,32093,Palari Cattle Farm,58,-97,71.74
52,ET Date,597/9,612,329,36,76,-96,88.18
24,V8 160/8,597/9,820/4,31890,5,16,-96,79.64
52,Whiskey 60/1,2/4,Rojo Whiskey 60/1,281,3,1,-96,94.23
6,13-Nov-25,825/4,967/9,343,Palari Cattle Farm,48,-79,65.1
Sr. No,Whiskey 60/1,747,967/9,269,2,29,-80,87.23
Sr. No,12/12/2025,825/4,4-08,222,3,16,DIP,79.85
27,SM007,909,825/4,342,17-Jan-2026,97,-97,64.67
14,Whiskey 60/1,825/4,909/9,Recipient TagID,Palari Cattle Farm,93,-79,95.75
49,V8 160/8,967/9,CONFIRMED IVF PREGNANCY REPORT,375,Pregnant,56,DIP,70.12
15,14-Nov-25,DAM,Karu Manso 800,95,6,11,DIP,73.25
19,Karu Manso 800-1,2/4,2/4,239,5,57,-80,81.57
27,Karu Manso 800-1,602,VL Rojo Whiskey 1/48,223,1,83,-80,95.21
33,SM007,04-04,4-08,Recipient TagID,3,57,-96,84.25
25,Pride of Maddox,820/4,631/9,237,No,56,-97,83.67
4,13-Nov-25,609/9,825/4,187,No,79,-96,75.97
2,Total,602,649/9,125,17-Jan-2026,34,-80,71.8
21,SIRE,609,602/9,230,2,80,DIP,79.97
28,12/17/2025,909/9,Prepared On,61,Pregnant,80,DIP,81.21
15,12/17/2025,747,Prepared For,31947,1,39,-97,95.14
30,Pride of Maddox,967/9,612,302,Pregnant Y/N,89,-97,96.9
55,12/1/2025,765/4,820/4,Recipient TagID,Pregnant,53,-80,68.01
49,Summary ,909/9,2/4,Units,3,58,-79,69.95
33,12/3/2025,909/9,Karu Manso 800,56,17-Jan-2026,83,-79,65.24
2,14-Nov-25,747,CONFIRMED IVF PREGNANCY REPORT,31890,6,38,DIP,75.86
35,12/12/2025,2/4,Mr H Pride of Maddox Manso 684/8,169,2,38,-79,67.21
6,SIRE,612,DAM,237,5,71,-79,74.33
15,Pride of Maddox,765/4,612,223,Pregnant,64,-77,70.03
18,12/17/2025,04-04,631/9,32835,Pregnant Y/N,63,-97,74.87
36,12/12/2025,909/9,747,109,3,71,-96,65.37
14,13-Nov-25,04-04,SIRE,31890,36,100,-96,86.96
34,12/1/2025,967/9,967/9,125,36,9,-77,71.18
Sr. No,12/12/2025,04-04,Karu Manso 800,276,2,96,DIP,91.18
37,Whiskey 1/48,967/9,SM007,226,6,66,-79,90.28
55,12/12/2025,820/4,825/4,Recipient TagID,5,56,-96,70.82
48,Karu Manso 800-1,04-04,SM007,31890,Pregnant Y/N,1,DIP,83.44
18,14-Nov-25,602,597,237,5,97,DIP,87.3
11,14-Nov-25,602,SIRE,312,2,31,DIP,86.17
15,Total,967/9,909/9,323,Pregnant,9,-96,84.69
35,Total,747,4-08,166,3,78,-96,83.75
36,Karu Manso 800-1,765/4,609/9,195,3,64,-77,70.19
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",Summary ,609/9,Mr H Pride of Maddox Manso 684/8,73,17-Jan-2026,11,-80,93.37
31,Whiskey 1/48,2/4,Mr H Pride of Maddox Manso 684/8,326,Pregnant,21,DIP,67.94
44,Pride of Maddox,747,04-04,269,6,6,-79,77.82
36,11/30/2025,04-04,909/9,125,3,59,-80,88.11
9,SIRE,609/9,631/9,82,6,92,-80,72.86
20,Total,909/9,02/04,139,5,66,-80,93.47
3,SIRE,2/4,02/04,125,Palari Cattle Farm,32,-80,89.29
3,12/1/2025,909,967/9,82,1,35,DIP,85.81
2. This report serves as official delivery confirmation for the client’s IVF order.,13-Nov-25,909/9,612,312,Pregnant,97,DIP,90.43
15,V8 160/8,2/4,909/9,349,1,44,-80,64.8
6,Karu Manso 800-1,597/9,2/4,281,17-Jan-2026,57,-96,85.08
28,13-Nov-25,825/4,825/4,2,No,37,-79,92.71
50,11/30/2025,820/4,Rojo Whiskey 60/1,268,36,38,-80,80.51
21,12/1/2025,765/4,SM007,31996,1,65,-79,84.46
13,SM007,DAM,Rojo Whiskey 60/1,2,36,21,-96,75.51
1,ET Date,612,4-08,269,No,54,DIP,88.49
27,SM007,612,825/4,223,No,22,-96,67.34
11,SIRE,DAM,DAM,32093,Palari Cattle Farm,97,-96,88.53
13,14-Nov-25,2/4,DAM,276,36,22,-96,77.5
28,SIRE,825/4,825/4,31996,5,82,DIP,92.96
24,Summary ,04-04,Prepared On,56,Palari Cattle Farm,14,DIP,95.71
17,SIRE,820/4,SM007,82,1,55,-77,67.0
54,Whiskey 1/48,747,VL Rojo Whiskey 1/48,31890,No,83,-77,93.69
Sr. No,Karu Manso 800-1,609/9,820/4,56,2,63,DIP,88.79
6,12/3/2025,609,Mr H Pride of Maddox Manso 684/8,31996,36,89,-97,89.69
8,Karu Manso 800-1,2/4,649/9,109,2,60,-97,94.32
53,11/30/2025,967/9,631/9,326,Pregnant,44,-97,89.39
21,12/12/2025,DAM,Rojo Whiskey 60/1,166,6,61,-96,93.7
25,Whiskey 1/48,909/9,909/9,276,36,24,-97,90.23
47,Whiskey 60/1,765/4,602/9,349,Pregnant,72,DIP,88.75
2,13-Nov-25,765/4,967/9,76,Palari Cattle Farm,54,-97,94.76
55,14-Nov-25,DAM,631/9,269,Pregnant,96,-96,83.95
22,Summary ,909/9,609/9,226,3,37,-77,81.14
35,Whiskey 60/1,909,VL Rojo Whiskey 1/48,263,6,80,-79,89.34
27,SM007,609,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,31947,17-Jan-2026,19,-80,75.16
47,Whiskey 1/48,825/4,Karu Manso 800,223,3,91,-97,88.69
2. This report serves as official delivery confirmation for the client’s IVF order.,12/1/2025,609,MR V8 160/8,2,6,41,-96,71.75
Notes:,12/3/2025,612,DAM,41,No,36,-96,69.22
1,12/3/2025,609,747,343,Palari Cattle Farm,34,-79,75.25
19,Whiskey 60/1,609/9,Rojo Whiskey 60/1,55,5,65,-79,69.95
35,12/3/2025,612,4-08,343,5,84,-96,75.69
5,Whiskey 60/1,04-04,597,139,6,68,-80,94.87
3,Total,747,Karu Manso 800,202,3,85,-97,72.48
32,Pride of Maddox,747,Karu Manso 800,32240,6,42,-77,70.06
49,Karu Manso 800-1,820/4,2/4,378,36,32,DIP,77.26
13,V8 160/8,04-04,04-04,230,3,74,-96,90.28
12,Whiskey 60/1,609/9,631/9,239,No,33,-77,96.25
7,SM007,612,SM007,109,17-Jan-2026,55,-96,90.29
47,V8 160/8,909/9,MR V8 160/8,109,No,63,-80,66.5
54,Total,DAM,Mr H Pride of Maddox Manso 684/8,364,5,51,-79,79.23
Notes:,Karu Manso 800-1,609/9,967/9,349,No,4,DIP,89.88
2. This report serves as official delivery confirmation for the client’s IVF order.,SM007,602,2/4,31890,1,92,-77,79.52
44,12/3/2025,747,2/4,56,17-Jan-2026,55,-96,95.07
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",SIRE,909/9,602/9,Units,3,90,-97,74.01
48,Whiskey 1/48,747,631/9,364,1,58,-77,95.12
31,11/30/2025,609/9,2/4,106,3,80,-77,88.99
31,12/3/2025,909/9,Karu Manso 800,32165,1,39,DIP,78.36
10,12/17/2025,909/9,CONFIRMED IVF PREGNANCY REPORT,62,17-Jan-2026,66,-96,64.65
44,Karu Manso 800-1,597/9,04-04,180,1,44,-79,68.31
17,12/3/2025,2/4,Prepared On,61,36,33,DIP,63.42
29,12/17/2025,DAM,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,31890,5,50,-80,70.84
13,Summary ,2/4,631/9,188,5,84,-79,70.06
49,Pride of Maddox,909,02/04,41,Palari Cattle Farm,33,-77,92.33
13,V8 160/8,909,Prepared For,79,2,76,-80,63.42
36,Total,765/4,Prepared For,326,3,10,-77,90.75
54,Whiskey 1/48,612,02/04,61,No,87,-97,84.83
11,12/3/2025,597/9,VL Rojo Whiskey 1/48,32165,Pregnant,50,-96,89.78
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",Total,597/9,SIRE,269,Pregnant,81,-97,82.98
3,14-Nov-25,609/9,SIRE,55,2,72,-77,88.41
6,Total,909/9,04-04,188,5,92,DIP,71.39
16,Whiskey 60/1,909/9,967/9,106,6,88,DIP,66.57
47,12/12/2025,602,SIRE,82,1,14,-97,68.48
22,V8 160/8,DAM,820/4,364,No,56,-79,96.33
34,13-Nov-25,909/9,4-08,109,1,50,DIP,78.18
10,Summary ,765/4,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,106,2,84,DIP,88.42
25,ET Date,DAM,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,3,No,24,-79,72.09
10,Karu Manso 800-1,909/9,609/9,75,36,90,-79,71.18
52,Pride of Maddox,2/4,Rojo Whiskey 60/1,32240,36,6,-77,90.84
12,12/3/2025,825/4,649/9,41,1,25,-80,90.36
14,SIRE,909,02/04,263,Pregnant Y/N,51,-96,94.16
53,12/12/2025,602,VL Rojo Whiskey 1/48,342,2,36,-77,79.68
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",Pride of Maddox,825/4,820/4,139,No,29,-96,81.65
6,Summary ,909,909/9,41,Palari Cattle Farm,55,-97,90.95
22,SIRE,609/9,MR V8 160/8,343,Palari Cattle Farm,17,-97,79.29
53,SIRE,820/4,631/9,79,1,65,-77,93.77
55,ET Date,DAM,602/9,41,6,46,-77,84.05
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",12/3/2025,820/4,SIRE,125,2,25,-97,83.3
16,SM007,2/4,CONFIRMED IVF PREGNANCY REPORT,326,6,61,-80,96.61
19,Total,967/9,Prepared For,226,17-Jan-2026,34,-97,72.6
28,12/1/2025,DAM,631/9,95,Pregnant,70,-97,68.52
32,13-Nov-25,602,Prepared On,166,17-Jan-2026,70,-96,63.2
32,12/1/2025,909,Prepared For,237,1,83,-79,91.39
1,Whiskey 1/48,820/4,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,55,6,83,-77,64.25
9,ET Date,820/4,Prepared On,226,5,65,-77,67.86
29,12/1/2025,DAM,909/9,61,3,68,-79,66.64
55,V8 160/8,609/9,820/4,180,Pregnant Y/N,42,-97,73.6
13,14-Nov-25,967/9,649/9,188,2,17,-77,74.94
9,11/30/2025,747,612,3,Pregnant,45,-96,85.06
36,Total,612,Prepared On,349,No,63,-97,84.22
11,Total,612,02/04,56,Pregnant Y/N,39,-79,72.71
55,11/30/2025,597/9,CONFIRMED IVF PREGNANCY REPORT,237,2,12,-77,65.35
42,ET Date,DAM,Prepared For,55,1,32,-80,91.87
44,ET Date,602,SM007,312,2,55,-80,89.99
22,Summary ,909,SIRE,32093,6,86,-80,87.75
21,14-Nov-25,909,909/9,329,Pregnant Y/N,26,-97,68.02
Notes:,Whiskey 1/48,820/4,MR V8 160/8,75,1,35,DIP,91.33
Notes:,Whiskey 1/48,909/9,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,76,Pregnant Y/N,48,DIP,87.48
19,ET Date,DAM,602/9,32165,36,56,-79,82.17
8,12/3/2025,04-04,Prepared For,195,2,100,-77,87.65
3,SIRE,820/4,Karu Manso 800,338,36,87,DIP,70.34
14,Whiskey 60/1,2/4,909/9,61,Pregnant,13,DIP,92.92
1,13-Nov-25,967/9,04-04,226,5,95,-80,69.07
12,14-Nov-25,765/4,747,188,6,30,-77,93.83
42,14-Nov-25,967/9,Mr H Pride of Maddox Manso 684/8,139,36,97,DIP,70.65
50,SM007,DAM,DAM,323,5,46,-79,84.99
44,Whiskey 60/1,597/9,SIRE,187,No,92,-97,95.36
48,12/17/2025,909,02/04,223,Palari Cattle Farm,37,-96,69.93
42,SM007,597/9,825/4,195,6,62,-96,88.95
24,V8 160/8,909/9,609/9,326,6,60,-77,84.42
4,12/12/2025,747,825/4,Units,36,62,-80,96.18
19,13-Nov-25,597/9,Rojo Whiskey 60/1,62,No,48,-79,76.61
12,Whiskey 60/1,909/9,612,32093,1,68,DIP,95.42
24,SIRE,609/9,597,364,17-Jan-2026,28,DIP,90.67
