Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",11/14/2025,300,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,1,Grey Brahman,SIRE Name,107
7,Red Brahman,97,Grey Brahman,609/9,Donor Breed,BRC MR. JUMANJI 67,107
29,11/3/2025,243,Grey Brahman,04-08,Red Brahman,BRC Dutton 376/8,144
12,12/12/2025,31828,CONFIRMED IVF PREGNANCY REPORT,Donor,Grey Brahman,SIRE Name,96
29,11/3/2025,3/5,Pregnant,649/9,Beef Master,JDH Janos Manso 709,96
29,10/26/2025,300,Grey Brahman,649,Red Brahman,Reconquista 413 Eterno GC Bartolome,144
3,Beef Master,08-28,Prepared For,23035,Beef Master,BRC Dutton 376/8,63
12,12/17/2025,08-28,DAM,Units,Beef Master,JDH Janos Manso 709,115
11,11/3/2025,190,Beef Master,2/4,17-Jan-2026,MR H AUBURN ROJO 706,96
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",Total,10-12,CONFIRMED IVF PREGNANCY REPORT,2/4,Red Brahman,JDH Janos Manso 709,107
11,Summary ,354,Red Brahman,204,17-Jan-2026,JDH Janos Manso 709,68
26,10/26/2025,3/8,Prepared For,Units,Red Brahman,MR H AUBURN ROJO 706,114
32,Grey Brahman,320,DAM,649/9,Beef Master,SIRE Name,68
4,Total,08-28,1st PC Result,2/4,17-Jan-2026,SIRE Name,96
24,Grey Brahman,Recipient ID,Prepared On,04-08,Angus,BRC MR. JUMANJI 67,144
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",9/27/2025,198,Beef Master,23035,Donor Breed,BRC Dutton 376/8,144
18,SIRE,31291,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,649/9,Red Brahman,BRC Dutton 376/8,144
2,12/17/2025,219,Red Brahman,204,Donor Breed,SIRE Name,107
29,9/27/2025,174,Prepared On,649,AQ Cattle,BRC MR. JUMANJI 67,114
2,SIRE,3/30,1st PC Result,612,Grey Brahman,Reconquista 413 Eterno GC Bartolome,107
25,12/17/2025,307,Prepared On,827,AQ Cattle,JDH Janos Manso 709,96
29,Grey Brahman,243,Pregnant,Donor,Beef Master,MR H AUBURN ROJO 706,107
8,10/26/2025,6/20,Angus,8,Grey Brahman,JDH Janos Manso 709,63
28,Summary ,229,Beef Master,34,Red Brahman,BRC MR. JUMANJI 67,144
2,10/27/2025,32171,Angus,909,Red Brahman,BRC Dutton 376/8,114
32,Grey Brahman,3/30,Beef Master,Donor,Angus,SIRE Name,107
34,9/27/2025,243,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,609/9,AQ Cattle,JDH Janos Manso 709,96
21,Grey Brahman,6/20,DAM,Donor,Angus,BRC MR. JUMANJI 67,DIP
20,Beef Master,Recipient ID,Angus,257,17-Jan-2026,Reconquista 413 Eterno GC Bartolome,144
24,Total,10-12,DAM,649,Beef Master,Reconquista 413 Eterno GC Bartolome,107
24,9/27/2025,320,Pregnant,23,Angus,BRC MR. JUMANJI 67,144
11,Red Brahman,6/20,Prepared For,402,AQ Cattle,SIRE Name,144
25,12/17/2025,301,CONFIRMED IVF PREGNANCY REPORT,2/4,Red Brahman,Reconquista 413 Eterno GC Bartolome,107
12,10/27/2025,08-28,1st PC Result,827,Angus,Reconquista 413 Eterno GC Bartolome,63
18,Total,31291,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,23035,17-Jan-2026,Reconquista 413 Eterno GC Bartolome,96
16,10/27/2025,182,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,1,Grey Brahman,JDH Janos Manso 709,144
25,10/27/2025,32171,CONFIRMED IVF PREGNANCY REPORT,23,17-Jan-2026,MR H AUBURN ROJO 706,63
9,Summary ,229,1st PC Result,23035,Beef Master,BRC Dutton 376/8,DIP
Sr. No,Red Brahman,301,DAM,608,Beef Master,BRC Dutton 376/8,144
18,Beef Master,185,Angus,204,AQ Cattle,MR H AUBURN ROJO 706,68
24,10/26/2025,173,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,Units,Beef Master,BRC Dutton 376/8,63
10,ET Date,10-12,Grey Brahman,257,Donor Breed,Reconquista 413 Eterno GC Bartolome,68
2,SIRE,307,Prepared For,909,Grey Brahman,SIRE Name,96
23,12/17/2025,08-28,Pregnant,649,AQ Cattle,BRC MR. JUMANJI 67,107
Notes:,Total,32171,Prepared For,8,AQ Cattle,MR H AUBURN ROJO 706,144
25,12/12/2025,08-28,Prepared For,820/4,Donor Breed,SIRE Name,114
13,10/26/2025,182,DAM,820/4,17-Jan-2026,MR H AUBURN ROJO 706,114
4,Summary ,08-28,1st PC Result,820/4,Donor Breed,JDH Janos Manso 709,DIP
14,12/12/2025,198,Grey Brahman,204,Beef Master,Reconquista 413 Eterno GC Bartolome,DIP
24,11/14/2025,174,Red Brahman,608,AQ Cattle,BRC Dutton 376/8,68
6,Angus,229,Grey Brahman,402,AQ Cattle,BRC MR. JUMANJI 67,144
29,12/12/2025,182,1st PC Result,649/9,17-Jan-2026,MR H AUBURN ROJO 706,DIP
8,Summary ,354,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,1,Beef Master,MR H AUBURN ROJO 706,114
33,12/12/2025,301,Beef Master,649/9,AQ Cattle,SIRE Name,96
9,11/14/2025,362,Grey Brahman,402,Grey Brahman,Reconquista 413 Eterno GC Bartolome,63
11,9/27/2025,08-31,Pregnant,612,AQ Cattle,SIRE Name,68
27,9/27/2025,32145,Beef Master,612,Beef Master,BRC Dutton 376/8,107
28,9/27/2025,185,1st PC Result,34,Red Brahman,BRC MR. JUMANJI 67,96
13,12/17/2025,31828,Grey Brahman,612,Red Brahman,BRC Dutton 376/8,63
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",Beef Master,173,Prepared For,23035,Donor Breed,BRC MR. JUMANJI 67,DIP
24,Angus,3/14,CONFIRMED IVF PREGNANCY REPORT,204,AQ Cattle,JDH Janos Manso 709,107
13,Grey Brahman,219,Pregnant,609/9,17-Jan-2026,MR H AUBURN ROJO 706,107
27,Angus,3/14,Prepared On,609,Donor Breed,BRC Dutton 376/8,DIP
5,12/17/2025,229,Red Brahman,04-08,Angus,SIRE Name,144
19,11/14/2025,31874,Pregnant,04-08,AQ Cattle,BRC MR. JUMANJI 67,107
8,11/3/2025,301,1st PC Result,612,Grey Brahman,SIRE Name,DIP
20,SIRE,301,Angus,29M,Angus,Reconquista 413 Eterno GC Bartolome,96
2. This report serves as official delivery confirmation for the client’s IVF order.,Grey Brahman,354,CONFIRMED IVF PREGNANCY REPORT,257,Angus,JDH Janos Manso 709,114
14,SIRE,182,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,612,Beef Master,SIRE Name,114
34,9/27/2025,31874,Grey Brahman,2/4,AQ Cattle,BRC MR. JUMANJI 67,115
2. This report serves as official delivery confirmation for the client’s IVF order.,12/12/2025,229,Red Brahman,827,Red Brahman,SIRE Name,63
15,Total,6/20,Pregnant,1,Beef Master,JDH Janos Manso 709,144
30,10/27/2025,320,Red Brahman,257,Beef Master,BRC MR. JUMANJI 67,114
33,Summary ,3/5,DAM,257,17-Jan-2026,BRC MR. JUMANJI 67,144
9,9/27/2025,182,Beef Master,2/4,17-Jan-2026,JDH Janos Manso 709,114
18,Summary ,3/14,Grey Brahman,257,Red Brahman,SIRE Name,96
12,11/14/2025,243,CONFIRMED IVF PREGNANCY REPORT,820/4,Beef Master,JDH Janos Manso 709,107
23,11/3/2025,10-12,Prepared On,609/9,Grey Brahman,BRC Dutton 376/8,144
24,ET Date,31724,DAM,Units,Angus,JDH Janos Manso 709,144
7,Red Brahman,185,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,649,Beef Master,BRC MR. JUMANJI 67,96
27,Grey Brahman,32145,Red Brahman,257,17-Jan-2026,BRC Dutton 376/8,DIP
16,Red Brahman,10-12,Pregnant,612,Angus,SIRE Name,63
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",12/12/2025,307,Prepared For,29M,Donor Breed,JDH Janos Manso 709,68
2. This report serves as official delivery confirmation for the client’s IVF order.,11/3/2025,185,Red Brahman,820/4,Red Brahman,MR H AUBURN ROJO 706,144
2. This report serves as official delivery confirmation for the client’s IVF order.,Grey Brahman,31874,Grey Brahman,402,Red Brahman,JDH Janos Manso 709,144
34,12/17/2025,320,CONFIRMED IVF PREGNANCY REPORT,827,17-Jan-2026,JDH Janos Manso 709,114
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",Beef Master,3/14,CONFIRMED IVF PREGNANCY REPORT,34,17-Jan-2026,SIRE Name,114
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",12/12/2025,DZ 81,CONFIRMED IVF PREGNANCY REPORT,649,Red Brahman,MR H AUBURN ROJO 706,144
33,11/14/2025,10-12,Grey Brahman,2/4,Angus,Reconquista 413 Eterno GC Bartolome,115
15,ET Date,3/8,Pregnant,609,17-Jan-2026,JDH Janos Manso 709,DIP
5,10/26/2025,250,CONFIRMED IVF PREGNANCY REPORT,23035,Donor Breed,Reconquista 413 Eterno GC Bartolome,144
10,10/26/2025,32159,Red Brahman,2/4,AQ Cattle,JDH Janos Manso 709,114
26,Total,32159,Pregnant,649/9,Angus,MR H AUBURN ROJO 706,115
15,12/17/2025,219,Prepared On,649,Grey Brahman,BRC Dutton 376/8,107
7,10/26/2025,3/14,CONFIRMED IVF PREGNANCY REPORT,8,Donor Breed,MR H AUBURN ROJO 706,115
16,Red Brahman,3/5,Beef Master,827,Beef Master,JDH Janos Manso 709,114
20,Total,Recipient ID,CONFIRMED IVF PREGNANCY REPORT,612,Red Brahman,JDH Janos Manso 709,115
24,11/3/2025,2/22,Grey Brahman,612,AQ Cattle,BRC Dutton 376/8,115
4,Red Brahman,307,Red Brahman,2/4,AQ Cattle,JDH Janos Manso 709,115
33,ET Date,219,Beef Master,2,Red Brahman,BRC MR. JUMANJI 67,114
21,Beef Master,219,1st PC Result,649,Donor Breed,SIRE Name,114
8,10/26/2025,301,1st PC Result,Units,Grey Brahman,BRC Dutton 376/8,144
14,11/3/2025,173,Prepared On,23,AQ Cattle,JDH Janos Manso 709,68
32,ET Date,10-12,DAM,649,AQ Cattle,BRC Dutton 376/8,63
8,SIRE,08-28,Red Brahman,649/9,17-Jan-2026,MR H AUBURN ROJO 706,DIP
3,9/27/2025,31828,Prepared For,Donor,Donor Breed,Reconquista 413 Eterno GC Bartolome,107
20,Beef Master,97,DAM,827,Angus,SIRE Name,68
27,Red Brahman,10-12,DAM,609/9,Beef Master,MR H AUBURN ROJO 706,96
3,12/17/2025,243,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,Donor,Angus,SIRE Name,144
34,ET Date,243,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,23035,17-Jan-2026,Reconquista 413 Eterno GC Bartolome,63
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",Grey Brahman,243,Grey Brahman,23,Beef Master,Reconquista 413 Eterno GC Bartolome,DIP
29,10/27/2025,219,DAM,827,Red Brahman,BRC Dutton 376/8,96
23,11/3/2025,173,DAM,Units,Grey Brahman,BRC Dutton 376/8,68
27,Red Brahman,Recipient ID,Beef Master,609,Angus,MR H AUBURN ROJO 706,63
Sr. No,12/12/2025,32159,Red Brahman,204,Angus,JDH Janos Manso 709,DIP
17,9/27/2025,185,Angus,23035,Beef Master,BRC MR. JUMANJI 67,63
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",9/27/2025,Recipient ID,Red Brahman,34,Beef Master,JDH Janos Manso 709,107
3,Beef Master,173,Grey Brahman,34,Beef Master,BRC Dutton 376/8,115
26,SIRE,08-31,Prepared For,Units,AQ Cattle,JDH Janos Manso 709,68
26,Beef Master,219,CONFIRMED IVF PREGNANCY REPORT,23,Grey Brahman,SIRE Name,115
16,12/17/2025,3/30,Angus,609,Red Brahman,JDH Janos Manso 709,68
25,Beef Master,31828,Red Brahman,609/9,Donor Breed,BRC Dutton 376/8,63
31,SIRE,250,Angus,23,Beef Master,JDH Janos Manso 709,DIP
23,10/26/2025,08-31,1st PC Result,257,Angus,Reconquista 413 Eterno GC Bartolome,63
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",11/14/2025,DZ 81,Prepared For,612,Donor Breed,Reconquista 413 Eterno GC Bartolome,96
2. This report serves as official delivery confirmation for the client’s IVF order.,10/26/2025,32145,Prepared For,609/9,Donor Breed,Reconquista 413 Eterno GC Bartolome,63
2. This report serves as official delivery confirmation for the client’s IVF order.,11/14/2025,97,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,23035,Beef Master,Reconquista 413 Eterno GC Bartolome,96
16,12/12/2025,DZ 81,1st PC Result,909,Angus,MR H AUBURN ROJO 706,DIP
23,Red Brahman,31724,DAM,2/4,Donor Breed,BRC Dutton 376/8,DIP
27,9/27/2025,31874,Pregnant,612,17-Jan-2026,SIRE Name,114
24,10/26/2025,173,1st PC Result,23,Angus,JDH Janos Manso 709,63
18,9/27/2025,31874,Prepared On,204,Red Brahman,MR H AUBURN ROJO 706,68
12,ET Date,2/22,Prepared On,29M,Beef Master,JDH Janos Manso 709,DIP
28,10/27/2025,3/8,Red Brahman,8,17-Jan-2026,BRC Dutton 376/8,DIP
31,9/27/2025,182,Prepared For,2/4,Angus,MR H AUBURN ROJO 706,107
34,11/14/2025,3/30,Pregnant,34,Beef Master,Reconquista 413 Eterno GC Bartolome,144
13,SIRE,3/30,Grey Brahman,609/9,Angus,MR H AUBURN ROJO 706,144
21,10/26/2025,3/8,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,608,Angus,SIRE Name,63
5,Total,219,Prepared On,820/4,Donor Breed,BRC MR. JUMANJI 67,114
7,9/27/2025,97,DAM,402,AQ Cattle,SIRE Name,144
27,10/26/2025,3/8,Prepared On,649,17-Jan-2026,BRC Dutton 376/8,115
11,Beef Master,300,Grey Brahman,649,Donor Breed,MR H AUBURN ROJO 706,68
10,11/3/2025,08-28,Prepared On,827,Donor Breed,BRC MR. JUMANJI 67,63
17,ET Date,3/30,CONFIRMED IVF PREGNANCY REPORT,827,Angus,BRC MR. JUMANJI 67,107
34,11/3/2025,32171,Angus,1,Donor Breed,SIRE Name,115
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",Total,300,CONFIRMED IVF PREGNANCY REPORT,04-08,Angus,Reconquista 413 Eterno GC Bartolome,DIP
12,Total,173,Angus,612,Red Brahman,SIRE Name,63
28,Summary ,185,Grey Brahman,23035,Donor Breed,SIRE Name,115
30,Angus,300,Angus,649,Donor Breed,MR H AUBURN ROJO 706,63
28,12/12/2025,31828,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,612,Grey Brahman,JDH Janos Manso 709,63
10,ET Date,10-12,Grey Brahman,257,Red Brahman,MR H AUBURN ROJO 706,115
22,12/12/2025,182,Angus,257,Red Brahman,JDH Janos Manso 709,68
16,Angus,174,Grey Brahman,402,Grey Brahman,MR H AUBURN ROJO 706,115
7,Grey Brahman,301,Grey Brahman,Donor,Red Brahman,BRC MR. JUMANJI 67,114
25,12/12/2025,97,Red Brahman,23035,Grey Brahman,BRC Dutton 376/8,114
12,11/14/2025,31291,DAM,649/9,Red Brahman,BRC Dutton 376/8,DIP
2. This report serves as official delivery confirmation for the client’s IVF order.,Red Brahman,97,1st PC Result,827,17-Jan-2026,BRC Dutton 376/8,114
30,Beef Master,Recipient ID,Prepared For,2,Donor Breed,BRC MR. JUMANJI 67,63
17,12/12/2025,2/22,Pregnant,34,AQ Cattle,JDH Janos Manso 709,107
14,ET Date,190,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,23,17-Jan-2026,SIRE Name,114
6,Angus,DZ 81,Beef Master,2,Grey Brahman,BRC MR. JUMANJI 67,115
26,Grey Brahman,190,Prepared On,8,Grey Brahman,MR H AUBURN ROJO 706,107
4,SIRE,32145,Prepared For,23035,AQ Cattle,MR H AUBURN ROJO 706,63
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",10/26/2025,08-31,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,827,Beef Master,Reconquista 413 Eterno GC Bartolome,DIP
16,Grey Brahman,32171,Angus,2/4,AQ Cattle,BRC Dutton 376/8,114
14,12/17/2025,229,Pregnant,Donor,Donor Breed,BRC Dutton 376/8,96
4,9/27/2025,362,Angus,649,Beef Master,SIRE Name,96
31,12/17/2025,32145,Red Brahman,649,Beef Master,SIRE Name,63
33,Red Brahman,97,Grey Brahman,608,Grey Brahman,MR H AUBURN ROJO 706,68
34,11/3/2025,32159,Beef Master,Donor,17-Jan-2026,BRC MR. JUMANJI 67,96
20,Beef Master,185,Angus,612,Angus,BRC MR. JUMANJI 67,114
22,SIRE,10-12,Red Brahman,608,Angus,BRC Dutton 376/8,107
14,11/14/2025,DZ 81,Prepared On,Donor,17-Jan-2026,BRC MR. JUMANJI 67,DIP
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",Total,182,Prepared On,609/9,Grey Brahman,Reconquista 413 Eterno GC Bartolome,115
20,11/3/2025,31291,CONFIRMED IVF PREGNANCY REPORT,8,Beef Master,BRC MR. JUMANJI 67,115
23,10/26/2025,31724,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,204,Angus,SIRE Name,68
1,Total,198,Grey Brahman,649/9,Donor Breed,JDH Janos Manso 709,115
6,10/27/2025,97,CONFIRMED IVF PREGNANCY REPORT,827,Donor Breed,Reconquista 413 Eterno GC Bartolome,63
29,Angus,307,DAM,820/4,Grey Brahman,BRC MR. JUMANJI 67,107
33,Beef Master,190,Prepared On,1,Angus,MR H AUBURN ROJO 706,114
25,Angus,354,1st PC Result,612,Grey Brahman,Reconquista 413 Eterno GC Bartolome,114
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",ET Date,300,1st PC Result,909,Red Brahman,Reconquista 413 Eterno GC Bartolome,114
17,11/14/2025,219,Prepared For,Units,Beef Master,SIRE Name,DIP
18,Angus,32145,Prepared For,820/4,Donor Breed,SIRE Name,DIP
24,10/26/2025,219,CONFIRMED IVF PREGNANCY REPORT,612,Angus,MR H AUBURN ROJO 706,96
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",Summary ,250,1st PC Result,827,Red Brahman,BRC Dutton 376/8,144
20,9/27/2025,08-28,Prepared For,612,Donor Breed,JDH Janos Manso 709,63
26,Red Brahman,182,Beef Master,04-08,AQ Cattle,Reconquista 413 Eterno GC Bartolome,107
16,Summary ,3/5,Prepared For,Units,Donor Breed,BRC Dutton 376/8,68
15,12/12/2025,307,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,8,Donor Breed,MR H AUBURN ROJO 706,144
Sr. No,12/17/2025,97,Beef Master,23035,AQ Cattle,BRC MR. JUMANJI 67,96
1,Angus,185,Prepared On,23,Grey Brahman,SIRE Name,63
2. This report serves as official delivery confirmation for the client’s IVF order.,10/26/2025,32171,Prepared On,Units,Beef Master,Reconquista 413 Eterno GC Bartolome,96
Notes:,Summary ,10-12,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,649,Angus,JDH Janos Manso 709,DIP
12,10/26/2025,31291,CONFIRMED IVF PREGNANCY REPORT,820/4,Red Brahman,BRC MR. JUMANJI 67,107
9,Beef Master,3/5,CONFIRMED IVF PREGNANCY REPORT,609/9,AQ Cattle,BRC MR. JUMANJI 67,DIP
Notes:,11/14/2025,31828,CONFIRMED IVF PREGNANCY REPORT,827,AQ Cattle,MR H AUBURN ROJO 706,68
10,10/27/2025,250,Beef Master,29M,Donor Breed,Reconquista 413 Eterno GC Bartolome,115
1,12/12/2025,362,Grey Brahman,8,17-Jan-2026,BRC MR. JUMANJI 67,68
9,Angus,173,CONFIRMED IVF PREGNANCY REPORT,Units,17-Jan-2026,MR H AUBURN ROJO 706,144
6,ET Date,31291,CONFIRMED IVF PREGNANCY REPORT,29M,Grey Brahman,BRC MR. JUMANJI 67,96
22,SIRE,31874,DAM,23,Red Brahman,BRC Dutton 376/8,96
7,12/17/2025,3/14,Red Brahman,2/4,AQ Cattle,MR H AUBURN ROJO 706,63
16,9/27/2025,Recipient ID,CONFIRMED IVF PREGNANCY REPORT,204,Donor Breed,BRC Dutton 376/8,DIP
3,12/17/2025,32171,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,909,17-Jan-2026,JDH Janos Manso 709,63
8,Angus,185,1st PC Result,204,Beef Master,SIRE Name,63
7,SIRE,185,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,909,Red Brahman,MR H AUBURN ROJO 706,96
7,12/17/2025,DZ 81,Pregnant,34,Angus,BRC Dutton 376/8,107
25,Angus,185,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,34,17-Jan-2026,SIRE Name,68
26,Beef Master,31874,Pregnant,8,17-Jan-2026,MR H AUBURN ROJO 706,68
15,Total,3/30,Grey Brahman,649/9,Grey Brahman,MR H AUBURN ROJO 706,115
9,12/17/2025,185,Beef Master,04-08,17-Jan-2026,BRC MR. JUMANJI 67,68
18,9/27/2025,31291,1st PC Result,2/4,Donor Breed,SIRE Name,68
12,Beef Master,Recipient ID,Pregnant,612,Angus,Reconquista 413 Eterno GC Bartolome,68
Notes:,10/27/2025,DZ 81,DAM,820/4,Donor Breed,SIRE Name,107
"1. Dam, sire, recipient tag ID, and embryo transfer dates are accurately documented for genetic traceability and commercial validation.",Total,31828,Angus,649,Red Brahman,MR H AUBURN ROJO 706,DIP
30,Beef Master,32145,Prepared For,609,Grey Brahman,JDH Janos Manso 709,107
"3. Any further monitoring, calving guarantees, or post-confirmation services are governed by the agreed commercial terms.",Grey Brahman,31291,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,2/4,AQ Cattle,Reconquista 413 Eterno GC Bartolome,63
12,11/3/2025,229,Beef Master,909,Beef Master,BRC Dutton 376/8,96
22,11/3/2025,3/14,1st PC Result,649,Red Brahman,SIRE Name,68
15,Angus,10-12,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,402,Angus,SIRE Name,114
20,11/14/2025,3/30,Grey Brahman,257,Grey Brahman,SIRE Name,144
19,9/27/2025,300,Red Brahman,257,Red Brahman,JDH Janos Manso 709,114
5,SIRE,182,Pregnant,649,Beef Master,BRC MR. JUMANJI 67,115
26,10/27/2025,182,Grey Brahman,649,AQ Cattle,Reconquista 413 Eterno GC Bartolome,114
2,11/14/2025,243,CONFIRMED IVF PREGNANCY REPORT,Donor,Donor Breed,SIRE Name,107
7,9/27/2025,32171,Red Brahman,1,Beef Master,BRC MR. JUMANJI 67,DIP
22,10/26/2025,301,Grey Brahman,820/4,Beef Master,JDH Janos Manso 709,96
27,ET Date,250,CONFIRMED IVF PREGNANCY REPORT,609,AQ Cattle,MR H AUBURN ROJO 706,144
24,11/14/2025,190,Grey Brahman,34,Angus,JDH Janos Manso 709,114
34,Summary ,219,CONFIRMED IVF PREGNANCY REPORT,2/4,Angus,BRC Dutton 376/8,107
26,ET Date,243,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,34,Red Brahman,SIRE Name,96
9,10/26/2025,190,DAM,649,17-Jan-2026,MR H AUBURN ROJO 706,DIP
14,10/27/2025,354,Prepared On,909,Red Brahman,JDH Janos Manso 709,107
Sr. No,10/27/2025,31291,Pregnant,23,Grey Brahman,BRC Dutton 376/8,63
24,Total,174,Angus,204,17-Jan-2026,SIRE Name,68
4,10/27/2025,219,Beef Master,609/9,Red Brahman,JDH Janos Manso 709,115
7,9/27/2025,31828,Prepared For,649/9,17-Jan-2026,JDH Janos Manso 709,144
31,Angus,307,Beef Master,23,Grey Brahman,SIRE Name,114
2,Grey Brahman,301,Prepared For,2,AQ Cattle,MR H AUBURN ROJO 706,144
9,Summary ,3/5,Prepared On,609/9,Red Brahman,BRC MR. JUMANJI 67,107
30,10/26/2025,31874,Angus,04-08,Grey Brahman,JDH Janos Manso 709,96
23,10/27/2025,362,This report documents confirmed pregnancies resulting from the bovine IVF and embryo transfer program executed by DayZee Farms (Pvt.) Ltd. All pregnancies listed in this report have been confirmed via ultrasound examination at the recorded DIP.,827,Angus,MR H AUBURN ROJO 706,114
20,12/17/2025,3/8,1st PC Result,8,Red Brahman,BRC Dutton 376/8,DIP
